organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url,org_url
Wells Fargo,12,Wells_Fargo.png,tenant,,Wells Fargo,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Wells_Fargo.png,Wells|Wells Fargo|WFC,,,,,https://www.wellsfargo.com
School District of Philadelphia,26,School_District_of_Philadelphia.png,owner,,Philadelphia Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/School_District_of_Philadelphia.png,Philadelphia Schools|philadelphia schools|Philly Schools|SDP,,,,,https://www.philasd.org
Temecula Valley Unified School District,26,Temecula_Valley_Unified_School_District.png,owner,,Temecula Valley Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Temecula_Valley_Unified_School_District.png,temecula valley schools|Temecula Valley Schools|temecula valley usd,,,,,https://www.tvusd.k12.ca.us
Capistrano Unified School District,25,Capistrano_Unified_School_District.png,owner,,Capistrano Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Capistrano_Unified_School_District.png,capistrano schools|Capistrano Schools|capistrano usd,,,,,https://www.capousd.org
City Of Philadelphia,15,City_Of_Philadelphia.png,owner,,Philadelphia City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Philadelphia.png,City of Brotherly Love|Phila|philadelphia|Philadelphia|Philly|PHL,,,,,https://www.phila.gov
Resolution Real Estate,21,Resolution_Real_Estate.png,property manager,,Resolution Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Resolution_Real_Estate.png,,,,,,https://resolutionrealestate.com
NAI Global,16,NAI_Global.png,property manager,,NAI Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/NAI_Global.png,NAI|NAI Global|NAI Real Estate|nai real estate,,,,,https://www.naiglobal.com
Glendale Unified School District,25,Glendale_Unified_School_District.png,owner,,Glendale Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Glendale_Unified_School_District.png,glendale schools|Glendale Schools|glendale usd,,,,,https://www.gusd.net
Visalia Unified School District,24,Visalia_Unified_School_District.png,owner,,Visalia Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Visalia_Unified_School_District.png,Visalia Schools|visalia schools|visalia usd,,,,,https://www.vusd.org
Bakersfield City School District,24,Bakersfield_City_School_District.png,owner,,Bakersfield Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bakersfield_City_School_District.png,bakersfield schools|Bakersfield Schools,,,,,https://www.bcsd.com
Empire State Realty Trust,24,Empire_State_Realty_Trust.png,owner/operator,,Empire State Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Empire_State_Realty_Trust.png,Empire|Empire State|Empire State Realty|empire state realty|ESRT,,,,,https://www.esrtreit.com
Winco Foods,24,Winco_Foods.png,tenant,,WinCo Foods,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Winco_Foods.png,winco|WinCo,,,,,https://www.wincofoods.com
Verizon,0,Verizon.png,tenant,,Verizon,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Verizon.png,Verizon|Verizon Wireless|VZ,,,,,https://www.verizon.com
Northeastern University,23,Northeastern_University.png,owner/occupier,,Northeastern University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Northeastern_University.png,Huntington|Huskies|NEU|Northeastern|northeastern|nu,,,,,https://www.northeastern.edu
State of California,49,State_of_California.png,owner,,CA State Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/State_of_California.png,CA|Cali|california|California|Golden State|West Coast,,,,,https://www.ca.gov
Welltower,49,Welltower.png,owner/operator,,Welltower Senior REIT,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Welltower.png,Senior REIT|WELL|Welltower|Welltower Senior REIT|welltower senior reit,,,,,https://www.welltower.com
Rosen Equities,23,Rosen_Equities.png,owner,,Rosen Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rosen_Equities.png,,,,,,https://www.rosenequities.com
Williams Equities,24,Williams_Equities.png,owner,,Williams Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Williams_Equities.png,,,,,,https://williamsequities.com
California State University,22,California_State_University.png,owner/occupier,,Cal State,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/California_State_University.png,Cal Poly|cal state|Cal State|Cal State Dominguez|Cal State East Bay|Cal State Fullerton|Cal State LA|Cal State Long Beach|Cal State Northridge|csu|CSU|CSUDH|CSUEB|CSUF|CSULA|CSULB|CSUN|Fresno State|Humboldt|Pomona|Sacramento State|San Diego State|San Jose State|SDSU|SJSU,,,,,https://www.calstate.edu
Sacramento City Unified School District,22,Sacramento_City_Unified_School_District.png,owner,,Sacramento Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sacramento_City_Unified_School_District.png,sacramento city schools|sacramento city usd|sacramento schools|Sacramento Schools,,,,,https://www.scusd.edu
DWS Group,22,DWS_Group.png,owner/operator,,DWS Investment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/DWS_Group.png,Deutsche Asset|DWS|DWS Group|DWS Investment|dws investment,,,,,https://group.dws.com
Sears,20,Sears.png,tenant,,Sears,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sears.png,,,,,,https://www.sears.com
Department Of Parks And Recreation,0,Department_Of_Parks_And_Recreation.png,tenant,,NYC Parks & Recreation,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Department_Of_Parks_And_Recreation.png,dpar|Parks and Recreation|parks and recreation,,,,,https://www.nycgovparks.org/
Related Companies,22,Related_Companies.png,owner/operator,,Related Companies,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Related_Companies.png,Related|Related Companies,,,,,https://www.related.com
Unico Properties,22,Unico_Properties.png,owner,,Unico Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Unico_Properties.png,,,,,,https://unicoprop.com
Philadelphia County,13,Philadelphia_County.png,owner,,Philadelphia County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Philadelphia_County.png,philadelphia|Philadelphia|Philly|PHL,,,,,https://www.phila.gov
CIM Group,20,CIM_Group.png,owner/operator,,CIM Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CIM_Group.png,CIM|CIM Group|CIM Real Estate|cim real estate,,,,,https://www.cim.com
Colton Joint Unified School District,21,Colton_Joint_Unified_School_District.png,owner,,Colton Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Colton_Joint_Unified_School_District.png,colton joint schools|colton joint usd|colton schools|Colton Schools,,,,,https://www.colton.k12.ca.us
Temple University,21,Temple_University.png,owner/occupier,,Temple University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Temple_University.png,North Philly|Owls|temple|Temple|tu,,,,,https://www.temple.edu
McDonald's,3,McDonald_s.png,tenant,,McDonald's,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/McDonald_s.png,Golden Arches|MCD|McDonald's|McDonalds|Mickey D's,,,,,https://www.mcdonalds.com
San Juan Unified School District,20,San_Juan_Unified_School_District.png,owner,,San Juan Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Juan_Unified_School_District.png,San Juan Schools|san juan schools|san juan usd,,,,,https://www.sanjuan.edu
Senior Suites,20,Senior_Suites.png,owner/occupier,,Senior Suites,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Senior_Suites.png,,,,,,https://www.seniorlifestyle.com
RFR Realty,20,RFR_Realty.png,owner,,RFR Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/RFR_Realty.png,RFR|RFR Realty,,,,,https://rfr.com
CodeGreen Solutions Inc.,8,CodeGreen_Solutions_Inc.png,property manager,,CodeGreen Solutions,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CodeGreen_Solutions_Inc.png,codegreen solutions|CodeGreen Solutions,,,,,https://codegreensolutions.com
Olmstead Properties,20,Olmstead_Properties.png,property manager,,Olmstead Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Olmstead_Properties.png,,,,,,https://olmsteadinc.com
Sunset Development Company,19,Sunset_Development_Company.png,owner,,Sunset Development,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sunset_Development_Company.png,sunset development|Sunset Development,,,,,https://www.sunsetdevelopment.com
Acadia Realty Trust,16,Acadia_Realty_Trust.png,owner/operator,,Acadia Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Acadia_Realty_Trust.png,Acadia|acadia realty|Acadia Realty|AKR,,,,,https://www.acadiarealty.com
Staples,6,Staples.png,tenant,,Staples,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Staples.png,,,,,,https://www.staples.com
Fontana Unified School District,19,Fontana_Unified_School_District.png,owner,,Fontana Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fontana_Unified_School_District.png,Fontana Schools|fontana schools|fontana usd,,,,,https://www.fusd.net
Elk Grove Unified School District,19,Elk_Grove_Unified_School_District.png,owner,,Elk Grove Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Elk_Grove_Unified_School_District.png,Elk Grove Schools|elk grove schools|elk grove usd,,,,,https://www.egusd.net
Riverside Unified School District,19,Riverside_Unified_School_District.png,owner,,Riverside Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Riverside_Unified_School_District.png,riverside schools|Riverside Schools|riverside usd,,,,,https://www.riversideunified.org
Moreno Valley Unified School District,19,Moreno_Valley_Unified_School_District.png,owner,,Moreno Valley Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Moreno_Valley_Unified_School_District.png,moreno valley schools|Moreno Valley Schools|moreno valley usd,,,,,https://www.mvusd.net
Ayres Hotel,19,Ayres_Hotel.png,owner/occupier,,Ayres Hotel,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ayres_Hotel.png,,,,,,https://www.ayreshotels.com
The Salvation Army,16,The_Salvation_Army.png,owner/occupier,,Salvation Army,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Salvation_Army.png,SA|Sally Ann|salvation army|Salvation Army,,,,,https://www.salvationarmyusa.org
Administration For Children's Services,0,Administration_For_Children_s_Services.png,tenant,,NYC Children's Services,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Administration_For_Children_s_Services.png,children's services|Children's Services,,,,,https://www.nyc.gov/acs
New York Life Insurance Company,17,New_York_Life_Insurance_Company.png,owner/operator,,NY Life,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/New_York_Life_Insurance_Company.png,new york life|New York Life|NY Life|NYL,,,,,https://www.newyorklife.com
Apple Inc,18,Apple_Inc.png,owner/occupier,,Apple,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Apple_Inc.png,AAPL|Apple|apple|Cupertino|iPhone|Mac,,,,,https://www.apple.com
Apollo Global Management,17,Apollo_Global_Management.png,owner/operator,,Apollo Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Apollo_Global_Management.png,APO|Apollo|apollo,,,,,https://www.apollo.com
Brandywine Realty Trust,15,Brandywine_Realty_Trust.png,owner,,Brandywine Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Brandywine_Realty_Trust.png,BDN|Brandywine|Brandywine Realty|brandywine realty,,,,,https://www.brandywinerealty.com
Chaffey Joint Union High School District,18,Chaffey_Joint_Union_High_School_District.png,owner,,Chaffey High Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Chaffey_Joint_Union_High_School_District.png,chaffey high schools|Chaffey High Schools,,,,,https://www.cjuhsd.net
Scripps Health,19,Scripps_Health.png,tenant,,Scripps Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Scripps_Health.png,Scripps|Scripps Health,,,,,https://www.scripps.org
State Farm,12,State_Farm.png,tenant,,State Farm,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/State_Farm.png,State Farm|State Farm Insurance,,,,,https://www.statefarm.com
RXR Realty,14,RXR_Realty.png,owner/operator,,RXR Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/RXR_Realty.png,RXR|RXR Realty,,,,,https://www.rxr.com
The RMR Group,16,The_RMR_Group.png,property manager,,RMR Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_RMR_Group.png,rmr group|RMR Group,,,,,https://www.rmrgroup.com
Akridge,17,Akridge.png,property manager,,Akridge Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Akridge.png,akridge real estate|Akridge Real Estate,,,,,https://www.akridge.com
Okada & Company,18,Okada_Company.png,property manager,,Okada Company,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Okada_Company.png,okada|Okada,,,,,https://www.okada.company
Drexel University,18,Drexel_University.png,owner/occupier,,Drexel University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Drexel_University.png,Dragons|drexel|Drexel|du|University City,,,,,https://drexel.edu
The Durst Organization,20,The_Durst_Organization.png,owner/operator,,Durst Org,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Durst_Organization.png,durst organization|Durst Organization,,,,,https://www.durst.org
Harvest Properties,13,Harvest_Properties.png,property manager,,Harvest Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Harvest_Properties.png,,,,,,https://harvestproperties.com
Dezer Properties,12,Dezer_Properties.png,owner,,Dezer Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dezer_Properties.png,,,,,,https://dezerproperties.com
Cousins Properties,17,Cousins_Properties.png,owner,,Cousins Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cousins_Properties.png,Cousins|cousins|CUZ,,,,,https://www.cousins.com
Ashford Hospitality Trust,17,Ashford_Hospitality_Trust.png,owner/operator,,Ashford Hospitality,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ashford_Hospitality_Trust.png,AHT|Ashford|ashford hospitality|Ashford Hospitality,,,,,https://www.ahtreit.com
St. Louis Public Schools,17,St_Louis_Public_Schools.png,owner,,St. Louis Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Louis_Public_Schools.png,st. louis schools|St. Louis Schools,,,,,https://www.slps.org
Sharp HealthCare,19,Sharp_HealthCare.png,tenant,,Sharp Healthcare,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sharp_HealthCare.png,Sharp|Sharp Healthcare,,,,,https://www.sharp.com
City Of Seattle,10,City_Of_Seattle.png,owner,,Seattle City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Seattle.png,Emerald City|Pacific Northwest|PNW|SEA|Seattle|seattle,,,,,https://www.seattle.gov
Apple Hospitality REIT,17,Apple_Hospitality_REIT.png,owner/operator,,Apple Hospitality,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Apple_Hospitality_REIT.png,APLE|Apple Hospitality|apple hospitality,,,,,https://applehospitalityreit.com
TF Cornerstone Inc.,16,TF_Cornerstone_Inc.png,owner/operator,,TF Cornerstone,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/TF_Cornerstone_Inc.png,tf cornerstone|TF Cornerstone,,,,,https://tfcornerstone.com
Commonwealth Of Massachusetts,12,Commonwealth_Of_Massachusetts.png,owner,,MA State Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Commonwealth_Of_Massachusetts.png,Bay State|Boston|Cambridge|MA|Mass|Massachusetts|massachusetts,,,,,https://www.mass.gov
City Of Cambridge,14,City_Of_Cambridge.png,owner,,Cambridge City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Cambridge.png,CAM|cambridge|Cambridge|Harvard Square,,,,,https://www.cambridgema.gov
Illinois Institute Of Technology,16,Illinois_Institute_Of_Technology.png,owner/occupier,,Illinois Tech,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Illinois_Institute_Of_Technology.png,IIT|Illinois Tech|illinois tech|Scarlet Hawks,,,,,https://www.iit.edu
Koeppel Rosen,17,Koeppel_Rosen.png,property manager,,Koeppel Rosen,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Koeppel_Rosen.png,,,,,,https://www.koeppelrosen.com
Feil Organization,20,Feil_Organization.png,owner/operator,,Feil Org,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Feil_Organization.png,,,,,,https://feil.com
Sprouts Farmers Market,13,Sprouts_Farmers_Market.png,tenant,,Sprouts Market,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sprouts_Farmers_Market.png,sprouts|Sprouts,,,,,https://www.sprouts.com
Marc Realty,16,Marc_Realty.png,property manager,,Marc Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Marc_Realty.png,,,,,,https://marcrealty.com
Inspire Brands,8,Inspire_Brands.png,tenant,,Inspire Brands,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Inspire_Brands.png,,,,,,https://inspirebrands.com
Academy Of Art University,16,Academy_Of_Art_University.png,owner/occupier,,Academy of Art,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Academy_Of_Art_University.png,AAU|Academy of Art|academy of art|SF Art School,,,,,https://www.academyart.edu
University Of Denver,15,University_Of_Denver.png,owner/occupier,,Denver University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/University_Of_Denver.png,Denver|Denver U|DU|du|Pioneers|u of denver|ud,,,,,https://www.du.edu
Samco Properties,13,Samco_Properties.png,owner,,Samco Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Samco_Properties.png,,,,,,https://samcoproperties.com
Moinian Group,15,Moinian_Group.png,owner/operator,,Moinian Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Moinian_Group.png,,,,,,https://www.moinian.com
