organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url
Winco Foods,24,Winco_Foods.png,tenant,,WinCo Foods,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Winco_Foods.png,winco|WinCo,,,,
Verizon,0,Verizon.png,tenant,,Verizon,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Verizon.png,Verizon|Verizon Wireless|VZ,,,,
Northeastern University,23,Northeastern_University.png,owner/occupier,,Northeastern University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Northeastern_University.png,Huntington|Huskies|NEU|Northeastern|northeastern|nu,,,,
State of California,49,State_of_California.png,owner,,CA State Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/State_of_California.png,CA|Cali|california|California|Golden State|West Coast,,,,
Welltower,49,Welltower.png,owner/operator,,Welltower Senior REIT,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Welltower.png,Senior REIT|WELL|Welltower|Welltower Senior REIT|welltower senior reit,,,,
Rosen Equities,23,Rosen_Equities.png,owner,,Rosen Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rosen_Equities.png,,,,,
Williams Equities,24,Williams_Equities.png,owner,,Williams Equities,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Williams_Equities.png,,,,,
California State University,22,California_State_University.png,owner/occupier,,Cal State,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/California_State_University.png,Cal Poly|cal state|Cal State|Cal State Dominguez|Cal State East Bay|Cal State Fullerton|Cal State LA|Cal State Long Beach|Cal State Northridge|csu|CSU|CSUDH|CSUEB|CSUF|CSULA|CSULB|CSUN|Fresno State|Humboldt|Pomona|Sacramento State|San Diego State|San Jose State|SDSU|SJSU,,,,
Sacramento City Unified School District,22,Sacramento_City_Unified_School_District.png,owner,,Sacramento Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sacramento_City_Unified_School_District.png,sacramento city schools|sacramento city usd|sacramento schools|Sacramento Schools,,,,
DWS Group,22,DWS_Group.png,owner/operator,,DWS Investment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/DWS_Group.png,Deutsche Asset|DWS|DWS Group|DWS Investment|dws investment,,,,
Sears,20,Sears.png,tenant,,Sears,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sears.png,,,,,
Department Of Parks And Recreation,0,Department_Of_Parks_And_Recreation.png,tenant,,NYC Parks & Recreation,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Department_Of_Parks_And_Recreation.png,dpar|Parks and Recreation|parks and recreation,,,,
Related Companies,22,Related_Companies.png,owner/operator,,Related Companies,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Related_Companies.png,Related|Related Companies,,,,
Unico Properties,22,Unico_Properties.png,owner,,Unico Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Unico_Properties.png,,,,,
Philadelphia County,13,Philadelphia_County.png,owner,,Philadelphia County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Philadelphia_County.png,philadelphia|Philadelphia|Philly|PHL,,,,
CIM Group,20,CIM_Group.png,owner/operator,,CIM Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CIM_Group.png,CIM|CIM Group|CIM Real Estate|cim real estate,,,,
Colton Joint Unified School District,21,Colton_Joint_Unified_School_District.png,owner,,Colton Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Colton_Joint_Unified_School_District.png,colton joint schools|colton joint usd|colton schools|Colton Schools,,,,
Temple University,21,Temple_University.png,owner/occupier,,Temple University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Temple_University.png,North Philly|Owls|temple|Temple|tu,,,,
McDonald's,3,McDonald_s.png,tenant,,McDonald's,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/McDonald_s.png,Golden Arches|MCD|McDonald's|McDonalds|Mickey D's,,,,
San Juan Unified School District,20,San_Juan_Unified_School_District.png,owner,,San Juan Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Juan_Unified_School_District.png,San Juan Schools|san juan schools|san juan usd,,,,
Senior Suites,20,Senior_Suites.png,owner/occupier,,Senior Suites,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Senior_Suites.png,,,,,
RFR Realty,20,RFR_Realty.png,owner,,RFR Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/RFR_Realty.png,RFR|RFR Realty,,,,
CodeGreen Solutions Inc.,8,CodeGreen_Solutions_Inc.png,property manager,,CodeGreen Solutions,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/CodeGreen_Solutions_Inc.png,codegreen solutions|CodeGreen Solutions,,,,
Olmstead Properties,20,Olmstead_Properties.png,property manager,,Olmstead Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Olmstead_Properties.png,,,,,
Sunset Development Company,19,Sunset_Development_Company.png,owner,,Sunset Development,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sunset_Development_Company.png,sunset development|Sunset Development,,,,
Acadia Realty Trust,16,Acadia_Realty_Trust.png,owner/operator,,Acadia Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Acadia_Realty_Trust.png,Acadia|acadia realty|Acadia Realty|AKR,,,,
Staples,6,Staples.png,tenant,,Staples,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Staples.png,,,,,
Fontana Unified School District,19,Fontana_Unified_School_District.png,owner,,Fontana Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Fontana_Unified_School_District.png,Fontana Schools|fontana schools|fontana usd,,,,
Elk Grove Unified School District,19,Elk_Grove_Unified_School_District.png,owner,,Elk Grove Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Elk_Grove_Unified_School_District.png,Elk Grove Schools|elk grove schools|elk grove usd,,,,
Riverside Unified School District,19,Riverside_Unified_School_District.png,owner,,Riverside Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Riverside_Unified_School_District.png,riverside schools|Riverside Schools|riverside usd,,,,
Moreno Valley Unified School District,19,Moreno_Valley_Unified_School_District.png,owner,,Moreno Valley Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Moreno_Valley_Unified_School_District.png,moreno valley schools|Moreno Valley Schools|moreno valley usd,,,,
Ayres Hotel,19,Ayres_Hotel.png,owner/occupier,,Ayres Hotel,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ayres_Hotel.png,,,,,
The Salvation Army,16,The_Salvation_Army.png,owner/occupier,,Salvation Army,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Salvation_Army.png,SA|Sally Ann|salvation army|Salvation Army,,,,
Administration For Children's Services,0,Administration_For_Children_s_Services.png,tenant,,NYC Children's Services,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Administration_For_Children_s_Services.png,children's services|Children's Services,,,,
New York Life Insurance Company,17,New_York_Life_Insurance_Company.png,owner/operator,,NY Life,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/New_York_Life_Insurance_Company.png,new york life|New York Life|NY Life|NYL,,,,
Apple Inc,18,Apple_Inc.png,owner/occupier,,Apple,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Apple_Inc.png,AAPL|Apple|apple|Cupertino|iPhone|Mac,,,,
Apollo Global Management,17,Apollo_Global_Management.png,owner/operator,,Apollo Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Apollo_Global_Management.png,APO|Apollo|apollo,,,,
Brandywine Realty Trust,15,Brandywine_Realty_Trust.png,owner,,Brandywine Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Brandywine_Realty_Trust.png,BDN|Brandywine|Brandywine Realty|brandywine realty,,,,
Chaffey Joint Union High School District,18,Chaffey_Joint_Union_High_School_District.png,owner,,Chaffey High Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Chaffey_Joint_Union_High_School_District.png,chaffey high schools|Chaffey High Schools,,,,
Scripps Health,19,Scripps_Health.png,tenant,,Scripps Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Scripps_Health.png,Scripps|Scripps Health,,,,
State Farm,12,State_Farm.png,tenant,,State Farm,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/State_Farm.png,State Farm|State Farm Insurance,,,,
RXR Realty,14,RXR_Realty.png,owner/operator,,RXR Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/RXR_Realty.png,RXR|RXR Realty,,,,
The RMR Group,16,The_RMR_Group.png,property manager,,RMR Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_RMR_Group.png,rmr group|RMR Group,,,,
Akridge,17,Akridge.png,property manager,,Akridge Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Akridge.png,akridge real estate|Akridge Real Estate,,,,
Okada & Company,18,Okada_Company.png,property manager,,Okada Company,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Okada_Company.png,okada|Okada,,,,
Drexel University,18,Drexel_University.png,owner/occupier,,Drexel University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Drexel_University.png,Dragons|drexel|Drexel|du|University City,,,,
The Durst Organization,20,The_Durst_Organization.png,owner/operator,,Durst Org,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Durst_Organization.png,durst organization|Durst Organization,,,,
Harvest Properties,13,Harvest_Properties.png,property manager,,Harvest Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Harvest_Properties.png,,,,,
Dezer Properties,12,Dezer_Properties.png,owner,,Dezer Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dezer_Properties.png,,,,,
Cousins Properties,17,Cousins_Properties.png,owner,,Cousins Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cousins_Properties.png,Cousins|cousins|CUZ,,,,
Ashford Hospitality Trust,17,Ashford_Hospitality_Trust.png,owner/operator,,Ashford Hospitality,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ashford_Hospitality_Trust.png,AHT|Ashford|ashford hospitality|Ashford Hospitality,,,,
St. Louis Public Schools,17,St_Louis_Public_Schools.png,owner,,St. Louis Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/St_Louis_Public_Schools.png,st. louis schools|St. Louis Schools,,,,
Sharp HealthCare,19,Sharp_HealthCare.png,tenant,,Sharp Healthcare,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sharp_HealthCare.png,Sharp|Sharp Healthcare,,,,
City Of Seattle,10,City_Of_Seattle.png,owner,,Seattle City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Seattle.png,Emerald City|Pacific Northwest|PNW|SEA|Seattle|seattle,,,,
Apple Hospitality REIT,17,Apple_Hospitality_REIT.png,owner/operator,,Apple Hospitality,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Apple_Hospitality_REIT.png,APLE|Apple Hospitality|apple hospitality,,,,
TF Cornerstone Inc.,16,TF_Cornerstone_Inc.png,owner/operator,,TF Cornerstone,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/TF_Cornerstone_Inc.png,tf cornerstone|TF Cornerstone,,,,
Commonwealth Of Massachusetts,12,Commonwealth_Of_Massachusetts.png,owner,,MA State Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Commonwealth_Of_Massachusetts.png,Bay State|Boston|Cambridge|MA|Mass|Massachusetts|massachusetts,,,,
City Of Cambridge,14,City_Of_Cambridge.png,owner,,Cambridge City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_Cambridge.png,CAM|cambridge|Cambridge|Harvard Square,,,,
Illinois Institute Of Technology,16,Illinois_Institute_Of_Technology.png,owner/occupier,,Illinois Tech,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Illinois_Institute_Of_Technology.png,IIT|Illinois Tech|illinois tech|Scarlet Hawks,,,,
Koeppel Rosen,17,Koeppel_Rosen.png,property manager,,Koeppel Rosen,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Koeppel_Rosen.png,,,,,
Feil Organization,20,Feil_Organization.png,owner/operator,,Feil Org,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Feil_Organization.png,,,,,
Sprouts Farmers Market,13,Sprouts_Farmers_Market.png,tenant,,Sprouts Market,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sprouts_Farmers_Market.png,sprouts|Sprouts,,,,
Marc Realty,16,Marc_Realty.png,property manager,,Marc Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Marc_Realty.png,,,,,
Inspire Brands,8,Inspire_Brands.png,tenant,,Inspire Brands,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Inspire_Brands.png,,,,,
Academy Of Art University,16,Academy_Of_Art_University.png,owner/occupier,,Academy of Art,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Academy_Of_Art_University.png,AAU|Academy of Art|academy of art|SF Art School,,,,
University Of Denver,15,University_Of_Denver.png,owner/occupier,,Denver University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/University_Of_Denver.png,Denver|Denver U|DU|du|Pioneers|u of denver|ud,,,,
Samco Properties,13,Samco_Properties.png,owner,,Samco Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Samco_Properties.png,,,,,
Moinian Group,15,Moinian_Group.png,owner/operator,,Moinian Group,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Moinian_Group.png,,,,,
Park Hotels & Resorts,15,Park_Hotels_Resorts.png,owner/operator,,Park Hotels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Park_Hotels_Resorts.png,Park Hotels|park hotels|Park Resorts|PK,,,,
Howard University,15,Howard_University.png,owner/occupier,,Howard University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Howard_University.png,Bison|HBCU|howard|Howard|HU|hu,,,,
Prime Healthcare Services,15,Prime_Healthcare_Services.png,tenant,,Prime Healthcare,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Prime_Healthcare_Services.png,prime healthcare|Prime Healthcare,,,,
New York City Geographic District,15,New_York_City_Geographic_District.png,owner,,NYC Geographic,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/New_York_City_Geographic_District.png,DOE|New York Schools|NYC Geographic|nyc geographic|NYC Schools|NYCGED,,,,
Federal Realty,7,Federal_Realty.png,owner/operator,,Federal Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Federal_Realty.png,Federal|Federal Realty|FRT,,,,
Portland Community College,15,Portland_Community_College.png,owner/occupier,,Portland Community College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Portland_Community_College.png,portland cc|Portland CC,,,,
Subway,0,Subway.png,tenant,,Subway,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Subway.png,Sub|Subway,,,,
Boys & Girls Clubs of America,5,Boys_Girls_Clubs_of_America.png,tenant,,Boys & Girls Clubs,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boys_Girls_Clubs_of_America.png,boys & girls clubs|Boys & Girls Clubs,,,,
Oracle,15,Oracle.png,owner/occupier,,Oracle,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Oracle.png,Java|MySQL|Oracle|ORCL,,,,
Dollar Tree,8,Dollar_Tree.png,tenant,,Dollar Tree,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dollar_Tree.png,DLTR|Dollar Tree|Family Dollar,,,,
Piedmont Office Realty Trust,15,Piedmont_Office_Realty_Trust.png,owner/operator,,Piedmont Office Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Piedmont_Office_Realty_Trust.png,PDM|Piedmont|Piedmont Office|piedmont office realty|Piedmont Office Realty,,,,
Ids Real Estate Group,14,Ids_Real_Estate_Group.png,owner,,IDS Real Estate,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ids_Real_Estate_Group.png,ids real estate|IDS Real Estate,,,,
Walter & Samuels,14,Walter_Samuels.png,property manager,,Walter & Samuels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Walter_Samuels.png,,,,,
Smart & Final,12,Smart_Final.png,tenant,,Smart & Final,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Smart_Final.png,,,,,
Rudin Management Co. Inc.,14,Rudin_Management_Co_Inc.png,owner/operator,,Rudin Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Rudin_Management_Co_Inc.png,rudin management|Rudin Management,,,,
Columbia Property Trust,15,Columbia_Property_Trust.png,owner/operator,,Columbia Property Trust,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Columbia_Property_Trust.png,Columbia|Columbia Property|CXP,,,,
Carr Properties,10,Carr_Properties.png,owner/operator,,Carr Properties,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Carr_Properties.png,,,,,
Hilson Management Corp.,12,Hilson_Management_Corp.png,property manager,,Hilson Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hilson_Management_Corp.png,Hilson Management|hilson management,,,,
Cannon Hill Capital Partners,17,Cannon_Hill_Capital_Partners.png,owner,,Cannon Hill Capital,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cannon_Hill_Capital_Partners.png,cannon hill capital|Cannon Hill Capital,,,,
Charles Dunn Real Estate Services,13,Charles_Dunn_Real_Estate_Services.png,owner/operator,,Charles Dunn,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Charles_Dunn_Real_Estate_Services.png,Charles Dunn|charles dunn,,,,
Hersha Hospitality Trust,17,Hersha_Hospitality_Trust.png,owner/operator,,Hersha Hospitality,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hersha_Hospitality_Trust.png,Hersha Hospitality|hersha hospitality,,,,
Alhambra Unified School District,14,Alhambra_Unified_School_District.png,owner,,Alhambra Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Alhambra_Unified_School_District.png,alhambra schools|Alhambra Schools|alhambra usd,,,,
US Bank,9,US_Bank.png,tenant,,US Bank,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/US_Bank.png,US Bancorp|US Bank|USB,,,,
