SAN JOSE BUILDING ID,STREET,CITY,STATE,ZIP CODE,ASSESSOR PARCEL NUMBER,YEAR BUILT,PRIMARY PROPERTY TYPE,ASSESSOR GROSS FLOOR AREA (ft^2),REPORTED GROSS FLOOR AREA (ft^2),ANNUAL REPORTING YEAR,ANNUAL BENCHMARKING STATUS,BEYOND BENCHMARKING COMPLIANCE YEAR,BEYOND BENCHMARKING COMPLIANCE STATUS,ENERGY STAR SCORE,WEATHER NORMALIZED SITE ENERGY USE INTENSITY (kBTU/ft^2),WEATHER NORMALIZED SOURCE ENERGY USE INTENSITY (kBTU/ft^2),SITE ENERGY USE INTENSITY (kBTU/ft^2),SOURCE ENERGY USE INTENSITY (kBTU/ft^2),TOTAL ELECTRICITY USE (kWh),TOTAL NATURAL GAS USE (therms),INDIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),DIRECT GREENHOUSE GAS EMISSIONS (metric tons of CO2e),TOTAL GREENHOUSE GAS EMISSIONS (metric tons of CO2e),MUNICIPALLY SUPPLIED WATER INDOOR USE (kgal),MUNICIPALLY SUPPLIED WATER MIXED USE (kgal),MUNICIPALLY SUPPLIED WATER OUTDOOR USE (kgal),RECYCLED WATER INDOOR USE (kgal),RECYCLED WATER MIXED USE (kgal),RECYCLED WATER OUTDOOR USE (kgal),WELL WATER INDOOR USE (kgal),WELL WATER MIXED USE (kgal),WELL WATER OUTDOOR USE (kgal),OTHER WATER INDOOR USE (kgal),OTHER WATER MIXED USE (kgal),OTHER WATER OUTDOOR USE (kgal),TOTAL WATER USE (kgal),WATER USE INTENSITY (gal/ft^2),US EPA WATER SCORE
0168-0-00,90 rose orchard way,san jose,CA,95134,9779005,1985,manufacturing/industrial plant,22750,22750.0,2024,in compliance,,,,119.3,333.9,119.3,333.9,795153.6,,192.5,0.0,192.5,1068.3,,,,,,,,,,,,1068.3,46.96,
0169-0-00,80 rose orchard way,san jose,CA,95134,9779006,1985,manufacturing/industrial plant,41200,41000.0,2024,in compliance,,,,1744.8,3325.5,1750.4,3315.2,10143490.0,371575.5,2455.0,1973.6,4428.6,,7271.0,,,,,,,,,,,7271.0,177.34,
0173-0-00,3860 n 1st st,san jose,CA,95134,9780001,2017,manufacturing/industrial plant,101582,94000.0,2024,in compliance,,,,92.9,178.9,94.3,179.2,1261542.0,45609.0,305.3,242.3,547.6,340.0,,514.0,,,,,,,,,,854.0,9.09,
0174-0-00,3870 n 1st st,san jose,CA,95134,9780002,1991,office,88000,89616.0,2024,in compliance,2024.0,exempt,20.0,111.1,278.6,111.3,277.2,2406572.0,17651.9,582.5,93.8,676.2,,1810.7,,,,,,,,,,,1810.7,20.2,
0175-0-00,3850 n 1st st,san jose,CA,95134,9780006,1981,office,88000,89616.0,2024,in compliance,,,,254.5,627.0,255.4,624.3,5345234.0,46515.8,1293.7,247.1,1540.8,,1224.3,,,,,,,,,,,1224.3,13.66,
0176-0-00,55-85 nicholson ln,san jose,CA,95134,9780007,1980,office,122729,48893.0,2024,in compliance,,,1.0,186.0,492.9,188.1,495.1,2437138.0,8799.9,589.9,46.7,636.6,66.0,,921.4,,,,,,,,,,987.4,20.19,
0176-0-01,101-115 nicholson lane,san jose,CA,95134,9780007,1980,office,122729,36144.0,2024,in compliance,,,74.0,37.8,93.6,39.2,95.1,326228.9,3052.0,79.0,16.2,95.2,25.5,,409.9,,,,,,,,,,435.4,12.05,
0176-0-02,125-155 nicholson lane,san jose,CA,95134,9780007,1980,office,122729,37728.0,2024,in compliance,,,53.0,53.1,118.0,56.0,121.1,393789.3,7682.6,95.3,40.8,136.1,77.7,,654.7,,,,,,,,,,732.4,19.41,
0177-0-00,100 rose orchard way,san jose,CA,95134,9782001,1985,office,41286,41286.0,2024,in compliance,2024.0,not submitted,,6.9,17.9,6.9,17.9,73296.6,361.5,17.7,1.9,19.7,,14.3,,,829.9,,,,,,,,844.2,20.45,
0178-0-00,120 rose orchard way,san jose,CA,95134,9782002,1985,office,62974,314455.0,2024,in compliance,2024.0,not submitted,,14.0,30.1,14.4,30.6,813623.3,17504.9,196.9,93.0,289.9,,,,,221.5,,,,,,,,221.5,0.7,
0179-0-00,150 rose orchard way,san jose,CA,95134,9782003,1985,office,92448,92448.0,2024,in compliance,2024.0,not submitted,,68.9,169.3,68.9,169.3,1500313.0,12537.4,363.1,66.6,429.7,,443.2,,,866.4,,,,,,,,1309.6,14.17,
0180-0-00,180 rose orchard way,san jose,CA,95134,9782005,1985,office,57745,57745.0,2024,in compliance,,,,137.5,353.8,137.8,351.6,2001416.0,11269.9,484.4,59.9,544.3,,512.0,,,191.8,,,,,,,,703.8,12.19,
0181-0-00,170 rose orchard way,san jose,CA,95134,9782007,1985,office,60002,60002.0,2024,in compliance,,,,119.5,243.8,122.4,244.9,1169808.0,33508.0,283.1,178.0,461.1,,155.4,,,807.2,,,,,,,,962.6,16.04,
0200-0-00,2585 seaboard ave,san jose,CA,95131,10101002,1970,hotel,61319,61319.0,2024,in compliance,2024.0,not submitted,100.0,34.9,58.2,35.4,58.7,511930.4,32645.2,123.9,173.4,297.3,,4986.9,,,,,,,,,,,4986.9,35.2,
0201-0-00,2514 channing ave,san jose,CA,95131,10101004,1974,wholesale club/supercenter,37016,19368.0,2024,in compliance,,,97.0,23.4,40.0,26.1,42.7,49860.0,3348.1,12.1,17.8,29.9,122.7,,,,,,,,,,,,122.7,6.34,
0202-0-00,2541 seaboard ave,san jose,CA,95131,10101005,1975,manufacturing/industrial plant,31980,31980.0,2024,in compliance,,,,16.2,45.2,16.2,45.2,151450.5,,36.7,0.0,36.7,,381.3,,,,,,,,,,,381.3,11.92,
0203-0-00,2504 seaboard ave,san jose,CA,95131,10101007,1974,non-refrigerated warehouse,20714,20714.0,2024,in compliance,,,54.0,16.6,42.6,17.1,43.1,87257.1,564.6,21.1,3.0,24.1,357.6,,,,,,,,,,,,357.6,17.26,
0204-0-00,2510 -2566 seaboard ave,san jose,CA,95131,10101008,1973,other - services,54219,54219.0,2024,in compliance,,,,11.0,26.0,11.6,26.9,133276.2,1768.0,32.3,9.4,41.6,165.3,,395.0,,,,,,,,,,560.3,10.33,
0206-0-00,10 w trimble rd,san jose,CA,95131,10102003,1991,hotel,56192,106000.0,2024,in compliance,2024.0,not submitted,93.0,50.1,92.7,51.2,93.9,712639.8,29959.7,172.5,159.1,331.6,,4913.4,,,,,,,,,,,4913.4,46.35,
0208-0-00,2560 & 2570 orchard pkwy,san jose,CA,95131,10132002,2021,office,129024,129024.0,2024,in compliance,2024.0,not submitted,85.0,77.9,86.4,82.7,91.5,101457.9,103200.4,24.6,548.1,572.7,493.3,,,,,,,,,,,,493.3,3.82,
0209-0-00,2580 orchard pkwy,san jose,CA,95131,10132001,1999,office,64512,61012.0,2024,in compliance,,,,66.9,132.5,68.4,134.0,635758.8,20023.5,153.9,106.4,260.2,,4409.0,,,,,,,,,,,4409.0,72.26,
0209-0-01,2590 orchard pkwy,san jose,CA,95131,10132001,1999,office,64512,64512.0,2024,in compliance,,,,312.5,832.9,312.4,828.2,5110958.0,16223.7,1237.0,86.2,1323.2,35.1,,,,,,,,,40.8,,2102.0,2177.9,35.7,
0210-0-00,2515 n 1st st,san jose,CA,95131,10102012,1984,office,47673,47673.0,2024,in compliance,,,,21.2,59.3,21.2,59.3,295692.3,2.0,71.6,0.0,71.6,6.4,,,0.0,,903.9,,,,,,,910.3,19.09,
0210-0-01,2525 north first street,san jose,CA,95131,10102012,1984,office,249832,73488.0,2024,in compliance,2024.0,compliant,,22.2,61.8,22.2,61.8,474124.7,133.3,114.8,0.7,115.5,9.6,,,0.0,,1355.8,,,,,,,1365.4,18.58,
0210-0-02,2535 north first street,san jose,CA,95131,10102012,1984,office,60667,60667.0,2024,in compliance,2024.0,compliant,,21.3,59.5,21.3,59.5,377509.2,55.0,91.4,0.3,91.7,8.0,,,0.0,,1129.9,,,,,,,1137.9,18.76,
0210-0-03,2545 n 1st st,san jose,CA,95131,10102012,1984,office,60248,60248.0,2024,in compliance,2024.0,compliant,,11.2,27.0,11.5,27.3,154040.7,1648.5,37.3,8.8,46.0,8.0,,,0.0,,1129.9,,,,,,,1137.9,18.89,
0213-0-00,2509 orchard pkwy,san jose,CA,95131,10102017,2016,office,199175,199175.0,2024,in compliance,,,99.0,16.5,45.9,16.5,45.9,953256.7,248.0,230.7,1.3,232.0,,7257.5,,,,,,,,,,,7257.5,36.44,
0214-0-00,2345 n 1st st,san jose,CA,95131,10103002,1998,office,113381,110881.0,2024,in compliance,2024.0,exempt,100.0,8.9,24.9,9.4,26.3,305113.5,0.0,73.8,0.0,73.8,,364.6,,,,,,,,,,,364.6,3.29,
0215-0-00,2315 n 1st st,san jose,CA,95131,10103003,1998,office,113881,113381.0,2024,in compliance,2024.0,exempt,,6.8,18.7,6.9,19.3,227158.7,126.5,55.0,0.7,55.7,,39.0,,,,,,,,,,,39.0,0.34,
0217-0-00,2300 orchard pkwy,san jose,CA,95131,10103005,2017,office,118631,116381.0,2024,in compliance,,,7.0,218.7,583.2,218.3,580.3,6842606.0,20560.2,1656.1,109.2,1765.3,,6069.9,,,,,,,,,,,6069.9,52.16,
0221-0-00,2107 n 1st st,san jose,CA,95131,10105004,1985,office,102986,103197.0,2024,in compliance,,,89.0,40.6,90.8,42.0,91.3,815994.3,15489.8,184.76,82.27,267.03,0.0,1200.3,,,,,,,,,,,1200.3,11.63,
0223-0-00,375 w trimble rd,san jose,CA,95131,10118003,1982,office,46026,46026.0,2024,in compliance,,,,11.8,33.1,11.8,33.1,159635.5,6.0,38.6,0.0,38.7,11.2,,,,,,,,,,,,11.2,0.24,
0223-0-01,397 w trimble rd,san jose,CA,95131,10118003,1982,office,251377,91725.0,2024,in compliance,2024.0,compliant,12.0,82.0,211.9,83.8,213.8,1931786.0,10969.8,467.5,58.3,525.8,86.7,,,,,,,,,,,,86.7,0.95,
0223-0-02,399 w trimble rd,san jose,CA,95131,10118003,1982,office,92842,92842.0,2024,in compliance,2024.0,compliant,65.0,50.8,108.4,51.3,107.7,836550.8,19119.0,202.5,101.6,304.0,200.7,,,,,,,,,,,,200.7,2.16,
0223-0-03,441 w trimble rd,san jose,CA,95131,10118003,1982,office,22062,22062.0,2024,in compliance,,,13.0,60.0,161.5,60.8,162.4,363847.6,1008.0,88.1,5.4,93.4,49.9,,,,,,,,,,,,49.9,2.26,
0224-0-00,2755 orchard pkwy,san jose,CA,95134,10118008,2017,office,101171,36383.0,2024,in compliance,,,57.0,73.7,133.6,76.5,136.0,339253.6,16241.2,82.1,86.3,168.4,,104.9,,,,,,,,,,,104.9,2.88,
0225-0-00,2701 orchard pkwy,san jose,CA,95134,10118009,1978,manufacturing/industrial plant,207006,207006.0,2024,in compliance,,,,118.3,310.5,120.0,312.3,6457588.0,28100.6,1562.9,149.3,1712.2,2541.0,,,,,,,,,,,,2541.0,12.28,
0226-0-00,2665 n 1st st,san jose,CA,95134,10119001,1975,office,97216,122155.0,2024,in compliance,,,60.0,74.1,155.5,77.2,158.7,1588807.0,40068.1,384.5,212.8,597.4,,1766.4,,,,,,,,,,,1766.4,14.46,
0227-0-00,2611 n 1st st,san jose,CA,95134,10119002,1984,office,68917,58256.0,2024,in compliance,2024.0,not submitted,27.0,125.5,212.3,126.6,211.7,768110.9,47543.8,173.92,252.53,426.45,,1424.9,,,,,,,,,,,1424.9,24.46,
0228-0-00,2610 orchard pkwy,san jose,CA,95134,10119003,1984,office,59797,59797.0,2024,in compliance,2024.0,compliant,87.0,66.0,127.5,67.2,127.7,571934.3,20669.5,138.4,109.8,248.2,203.6,,,,,,,,,,,,203.6,3.41,
0228-0-01,2630 orchard parkway,san jose,CA,95134,10119003,1984,office,64333,64333.0,2024,in compliance,2024.0,compliant,93.0,53.8,110.5,56.1,112.1,572901.1,16540.5,138.7,87.9,226.5,131.3,1146.2,,,,,,,,,,2313.4,3590.9,55.82,
0228-0-02,55 w trimble,san jose,CA,95131,10119003,1986,office,94515,94515.0,2024,in compliance,2024.0,compliant,85.0,118.7,288.0,120.7,290.0,2585573.0,25823.6,625.8,137.2,762.9,8.2,786.4,,,,,,,,,,,794.7,8.41,
0231-0-00,2711 n 1st st,san jose,CA,95134,10119006,1980,office,76568,76568.0,2024,in compliance,,,95.0,,,33.9,54.9,247564.4,17518.5,59.9,93.0,153.0,0.7,,367.6,,,,,,,,,,368.4,4.81,
0232-0-00,2731 n 1st st,san jose,CA,95134,10119008,1978,office,51023,51772.0,2024,in compliance,,,48.0,74.8,154.4,78.2,157.0,649735.2,18305.3,157.3,97.2,254.5,1763.9,,,,,,,,,,,,1763.9,34.07,
0233-0-00,2727 n 1st st,san jose,CA,95134,10119009,1997,office,50180,50180.0,2024,in compliance,,,76.0,64.0,160.7,65.1,161.8,785660.5,5838.3,177.9,31.0,208.9,,110.8,,,,,,,,,,,110.8,2.21,
0234-0-00,3099 orchard dr,san jose,CA,95134,10128001,1986,office,51505,51505.0,2024,in compliance,,,4.0,,,152.0,390.8,1994251.0,10267.1,482.7,54.5,537.2,,188.3,,,,,,,,,,,188.3,3.66,
0235-0-00,3055 orchard dr,san jose,CA,95134,10128002,1982,office,111285,111285.0,2024,in compliance,2024.0,not submitted,32.0,88.8,216.3,90.4,217.9,1582849.0,15492.7,383.1,82.3,465.4,,2193.6,,,,,,,,,,,2193.6,28.54,
0236-0-00,3041 orchard pkwy,san jose,CA,95134,10128003,1985,manufacturing/industrial plant,64265,64000.0,2024,in compliance,2024.0,exempt,,66.4,159.7,68.4,160.5,951044.3,11326.1,230.2,60.2,290.3,173.7,,,,,,,,,504.9,,1472.4,2151.1,33.61,
0237-0-00,3025 orchard pkwy,san jose,CA,95134,10128004,1980,other - technology/science,61226,62000.0,2024,in compliance,,,,87.0,216.6,87.7,216.1,1287691.0,10425.5,291.56,55.37,346.94,162.2,,,,,,,,,615.4,,,777.6,12.54,
0239-0-00,2811 orchard pkwy,san jose,CA,95134,10128006,1981,office,84560,84560.0,2024,in compliance,,,97.0,20.5,50.6,20.5,49.8,400108.2,3686.7,96.8,19.6,116.4,,,,,1431.0,,,,,,,,1431.0,16.92,
0240-0-00,30 w montague expy,san jose,CA,95134,10129001,1980,office,75590,34170.0,2024,in compliance,,,,6.8,19.1,6.8,19.1,68460.7,,16.6,0.0,16.6,,897.2,,,,,,,,,,,897.2,26.26,
0240-0-02,3099 n 1st st,san jose,CA,95134,10129001,1980,office,44514,44514.0,2024,in compliance,2024.0,exempt,25.0,81.4,147.3,81.4,147.3,461180.4,20478.3,111.6,108.8,220.4,,1736.5,,,,,,,,,,,1736.5,39.01,
0241-0-00,3051 n 1st st,san jose,CA,95134,10129002,1980,office,78359,35171.0,2024,in compliance,2024.0,exempt,55.0,36.8,97.5,37.2,97.3,342759.5,1396.1,83.0,7.4,90.4,,614.4,,,,,,,,,,,614.4,17.47,
0241-0-01,3081 n 1st st,san jose,CA,95134,10129002,1980,office,45524,45524.0,2024,in compliance,,,99.0,14.2,28.6,15.1,29.6,104810.7,3293.3,25.4,17.5,42.9,,333.2,,,,,,,,,,,333.2,7.32,
0242-0-00,3070 orchard dr,san jose,CA,95134,10129003,1980,office,31020,33067.0,2024,in compliance,,,,15.7,26.0,15.7,26.0,52289.0,3414.8,12.7,18.1,30.8,,447.6,,,,,,,,,,,447.6,13.54,
0243-0-00,3052 orchard dr,san jose,CA,95134,10129004,1980,office,37640,40413.0,2024,in compliance,,,62.0,44.9,98.5,46.5,99.3,341680.7,7119.2,82.7,37.8,120.5,,839.7,2322.5,,,,,,,,,,3162.2,78.25,
0245-0-00,3000 orchard pkwy,san jose,CA,95134,10129006,2000,office,126244,53172.0,2024,in compliance,,,,3.1,8.5,3.1,8.5,47274.1,12.0,11.4,0.1,11.5,0.0,,2.3,,,,,,,,,,2.3,0.04,
0247-0-00,2825 n 1st st,san jose,CA,95134,10129012,1985,manufacturing/industrial plant,51578,51758.0,2024,in compliance,2024.0,not submitted,,170.6,397.1,168.5,389.0,1838599.0,24481.8,416.3,130.0,546.3,228.2,,780.2,,,,,,,,,,1008.4,19.48,
0248-0-00,2820 orchard pkwy,san jose,CA,95134-2019,10129010,1984,office,62260,62260.0,2024,in compliance,,,93.0,58.9,91.2,60.3,92.7,581667.9,17706.3,76.0,94.0,170.0,,2104.6,,,,,,,,,,,2104.6,33.8,
0248-0-01,75 west plumeria dr,san jose,CA,95134-2019,10129010,1984,office,62500,62500.0,2024,in compliance,,,86.0,60.3,117.2,61.6,118.6,754176.2,12767.3,137.9,67.8,205.7,,647.8,,,,,,,,,,,647.8,10.37,
0248-1-00,3 w plumeria dr,san jose,CA,95134,10129013,2020,office,79803,79341.0,2024,in compliance,2024.0,compliant,17.0,192.2,331.0,192.6,327.1,1874971.0,88838.8,403.0,471.9,874.9,,1162.4,,,,,,,,,,,1162.4,14.65,
0249-0-00,2904 orchard pkwy,san jose,CA,95134,10129011,1995,laboratory,78979,78979.0,2024,in compliance,,,,142.5,355.3,143.8,354.3,2688883.0,21843.0,650.8,116.0,766.8,,970.6,,,,,,,,,,,970.6,12.29,
0250-0-00,3061-3081 zanker rd,san jose,CA,95134,10130001,1980,laboratory,180000,180000.0,2024,in compliance,,,,146.3,386.3,146.5,384.7,6960781.0,26160.1,1684.7,138.9,1823.7,,54.8,,,,,,,,,,,54.8,0.3,
0254-0-00,30 e plumeria dr,san jose,CA,95134,10130008,1981,office,69300,69300.0,2024,in compliance,,,27.0,200.4,223.7,200.4,223.7,153414.1,133674.7,34.7,710.0,744.7,1687.7,668.2,,,,,,,,,,,2355.9,34.0,
0265-0-00,2625 zanker rd,san jose,CA,95134,10130026,1986,office,51400,51000.0,2024,in compliance,,,84.0,45.3,95.7,46.6,96.3,404588.5,9943.8,97.9,52.8,150.7,1607.7,,,,,,,,,,,,1607.7,31.52,
0266-0-00,2645 zanker rd,san jose,CA,95134,10130027,1986,office,52920,51812.0,2024,in compliance,,,44.0,61.6,133.1,63.6,134.0,583620.2,13030.5,141.3,69.2,210.5,,924.2,,,,,,,,,,,924.2,17.84,
0270-0-00,2880 junction ave,san jose,CA,95134,10131002,1984,office,79143,81046.0,2024,in compliance,2024.0,compliant,,46.1,81.3,46.1,81.3,445902.2,22153.6,107.9,117.7,225.6,61.2,,1979.9,,,,,,,,,,2041.1,25.18,
0271-0-00,2860 junction ave,san jose,CA,95134,10131003,1984,office,74129,67537.0,2024,in compliance,2024.0,compliant,,5.5,15.3,5.5,15.3,108045.7,11.0,26.2,0.1,26.2,6.3,,1779.5,,,,,,,,,,1785.8,26.44,
0274-0-00,2833 junction ave,san jose,CA,95134,10131006,1986,office,44088,44088.0,2024,in compliance,,,72.0,51.1,108.3,53.6,110.9,403308.3,9884.0,97.6,52.5,150.1,850.2,,1916.8,,,,,,,,,,2767.0,62.76,
0275-0-00,2851 junction ave,san jose,CA,95134,10131007,2001,office,155613,155613.0,2024,in compliance,,,4.0,124.3,311.2,124.8,309.6,4653280.0,35448.1,1126.2,188.3,1314.5,,5048.9,,,,,,,,,,,5048.9,32.44,
0276-0-00,2950 zanker rd,san jose,CA,95134,10131008,1982,office,39314,39314.0,2024,in compliance,,,1.0,649.6,1694.3,652.6,1697.4,6664777.0,29149.3,1613.1,154.8,1767.9,2830.9,,,,,,,,,,,,2830.9,72.01,
0277-0-00,2890 zanker rd,san jose,CA,95134,10131009,1986,office,45862,44088.0,2024,in compliance,,,75.0,46.3,100.8,48.0,101.5,377074.2,8293.0,91.3,44.0,135.3,40.8,,,,,,,,,,,,40.8,0.92,
0278-0-00,2880 zanker rd,san jose,CA,95134,10131010,1986,office,57824,58551.0,2024,in compliance,,,86.0,36.3,81.1,38.0,81.8,411342.5,8200.1,99.6,43.6,143.1,87.5,,1685.4,,,,,,,,,,1772.9,30.28,
0279-0-00,2860 zanker rd,san jose,CA,95134,10131011,1986,office,43086,44088.0,2024,in compliance,2024.0,compliant,65.0,53.7,118.2,55.8,120.4,456683.3,9019.5,110.5,47.9,158.4,98.5,,1786.9,,,,,,,,,,1885.4,42.77,
0280-0-00,2870 zanker rd,san jose,CA,95134,10131012,1986,office,56785,58551.0,2024,in compliance,2024.0,compliant,,62.1,151.3,63.1,150.7,827970.2,8696.9,200.4,46.2,246.6,136.9,,,,,,,,,,,,136.9,2.34,
0281-0-00,408 e plumeria dr,san jose,CA,95134,10131013,1983,office,58289,73521.0,2024,in compliance,2024.0,not submitted,,137.6,376.0,137.5,373.9,2240657.0,3703.1,542.3,19.7,562.0,,1969.8,,,,,,,,,,,1969.8,33.79,
0283-0-00,2520 junction ave,san jose,CA,95134,10131030,1984,other - technology/science,34282,34282.0,2024,in compliance,2024.0,exempt,,374.0,894.9,374.0,894.9,2883682.0,29818.4,697.9,158.4,856.3,534.5,,,,,,,,,,,,534.5,15.59,
0283-0-03,541 e trimble ave,san jose,CA,95131,10131029,1984,office,90974,90974.0,2024,in compliance,,,78.0,58.4,117.8,58.2,114.6,815187.8,25123.7,197.3,133.4,330.7,105.9,,,,,,,,,,,,105.9,1.16,
0286-0-00,2581 junction ave,san jose,CA,95134,10131019,2006,office,92864,87761.0,2024,in compliance,,,4.0,196.3,316.3,195.1,313.0,1589286.0,117001.8,384.7,621.5,1006.1,5.8,,,,,,,,,,,,5.8,0.07,
0290-0-00,2841 junction ave,san jose,CA,95134,10131023,1986,office,57920,58551.0,2024,in compliance,2024.0,compliant,100.0,46.0,103.2,47.3,103.0,523301.1,9836.2,126.7,52.2,178.9,80.5,,,,,,,,,,,,80.5,1.38,
0291-0-00,2025 gateway pl,san jose,CA,95110,23001040,1972,office,159931,158332.0,2024,in compliance,,,91.0,37.6,88.9,38.6,89.2,1291744.0,17040.9,312.6,90.5,403.2,,1843.9,,,,,,,,,,,1843.9,11.65,
0292-0-00,2050 gateway pl,san jose,CA,95110,23001049,1982,hotel,483040,488116.0,2024,in compliance,,,85.0,65.6,118.4,66.4,118.5,3991478.0,187683.4,966.1,996.9,1962.9,,16016.5,,,,,,,,,,,16016.5,32.81,
0293-0-00,2099 gateway pl,san jose,CA,95110,23001054,1985,office,115773,125386.0,2024,in compliance,,,97.0,30.0,68.6,31.2,68.9,758877.1,13232.5,183.7,70.3,254.0,784.0,,,,,,,,,,,,784.0,6.25,
0294-0-00,2001 gateway plz,san jose,CA,95110,23001055,1981,office,152326,171378.0,2024,in compliance,,,99.0,25.0,52.9,26.2,54.1,765127.5,18721.5,185.2,99.4,284.6,,2734.5,,,,,,,,,,,2734.5,15.96,
0295-0-00,2055 gateway pl,san jose,CA,95110,23001056,1983,office,321179,124875.0,2024,in compliance,,,90.0,37.8,87.2,39.2,87.4,967314.1,15928.3,234.1,84.6,318.7,,3516.5,,,,,,,,,,,3516.5,28.16,
0295-0-01,2033 gateway pl,san jose,CA,95110,23001056,1998,office,321179,134932.0,2024,in compliance,,,89.0,55.8,140.7,56.7,140.5,1831052.0,14011.9,443.2,74.4,517.6,,1281.2,,,,,,,,,,,1281.2,9.49,
0295-0-02,2077 gateway pl,san jose,CA,95110,23001056,1984,office,321179,87799.0,2024,in compliance,,,90.0,38.6,88.3,40.0,88.6,686154.9,11677.7,166.1,62.0,228.1,621.8,,,,,,,,,,,,621.8,7.08,
0302-0-00,2001 the alameda,san jose,CA,95126,23020027,1946,other - lodging/residential,26341,29872.0,2024,in compliance,,,,44.0,88.7,47.0,90.6,206661.4,6977.2,50.0,37.1,87.1,,729.8,,,,,,,,,,,729.8,24.43,
0306-1-00,1762 technology dr,san jose,CA,95110,23029063,1978,office,37511,37511.0,2024,in compliance,,,79.0,48.7,114.5,50.1,114.5,475922.7,6742.0,115.2,35.8,151.0,0.0,,,,,,,,,,,,0.0,0.0,
0307-0-00,1770 technology dr,san jose,CA,95110,23029064,1978,office,43409,43409.0,2024,in compliance,,,77.0,41.4,96.2,43.7,98.5,419813.9,6453.6,101.6,34.3,135.9,,1103.4,,,,,,,,,,,1103.4,23.18,
0308-0-00,1887 matrix blvd,san jose,CA,95110,23029065,2012,casino,89104,89104.0,2024,in compliance,,,,132.9,269.5,133.3,267.8,1907739.0,53676.6,461.7,285.1,746.8,,7276.7,,,2030.3,,,,,,,,9307.1,104.45,
0309-0-00,100 century center ct,san jose,CA,95112,23029073,1985,office,100522,107107.0,2024,in compliance,2024.0,compliant,78.0,79.7,146.9,78.3,143.1,1092075.0,46638.9,264.3,247.7,512.0,,1430.7,,,,,,,,,,,1430.7,13.36,
0310-0-00,224 airport pkwy,san jose,CA,95110,23029077,1983,office,124201,121106.0,2024,in compliance,,,91.0,30.3,84.8,30.3,84.8,1075377.0,,260.3,0.0,260.3,1522.8,,,,,,,,,,,,1522.8,12.57,
0311-0-00,1641 n 1st st,san jose,CA,95112,23029080,1980,college/university,38734,45932.0,2024,in compliance,2024.0,compliant,,19.9,48.1,20.4,48.5,208844.4,2228.7,47.29,11.84,59.13,17.8,,,,,,,,,,0.3,,18.1,0.39,
0312-0-00,1730 technology dr,san jose,CA,95110,23029082,1978,laboratory,87125,87125.0,2024,in compliance,2024.0,exempt,,629.8,1381.7,626.5,1372.4,10425950.0,190125.3,2523.4,1009.8,3533.2,,1574.4,,,,,,,,,,,1574.4,18.07,
0313-0-00,1740 technology dr,san jose,CA,95110,23029083,1985,office,198099,216084.0,2024,in compliance,2024.0,compliant,78.0,53.0,131.4,53.4,130.5,2695282.0,23383.8,652.3,124.2,776.5,1822.9,,1708.3,,,,,,,,,,3531.1,16.34,
0314-0-00,101 metro dr,san jose,CA,95110,23029084,1986,office,429535,482215.0,2024,in compliance,,,88.0,43.9,87.5,46.6,89.9,3613932.3,101175.4,874.7,537.4,1412.1,2826.8,,,,,,,,,,,,2935.9,6.09,
0315-0-00,1737 n 1st st,san jose,CA,95112,23029088,1971,office,75411,84453.0,2024,in compliance,,,80.0,48.1,100.1,50.5,101.5,685963.4,19248.8,166.0,102.2,268.3,1185.4,,,,,,,,,,,,1185.4,14.04,
0316-0-00,1735 n 1st st,san jose,CA,95112,23029093,1979,office,60479,67302.0,2024,in compliance,2024.0,compliant,68.0,64.0,121.2,66.2,122.4,487205.3,19811.3,117.9,105.2,223.1,1566.7,,,,,,,,,,,,1566.7,28.49,
0317-0-00,226 airport pkwy,san jose,CA,95110,23029095,1981,office,122802,134012.0,2024,in compliance,,,87.0,45.7,91.8,46.5,91.6,960754.3,29514.4,232.5,156.8,389.3,1854.9,2226.3,,,,,,,,,,,4081.2,30.45,
0318-0-00,1735 technology drive,san jose,CA,95110,23029096,1986,office,686945,161846.0,2024,in compliance,,,76.0,45.2,126.7,44.7,125.2,2121640.0,,513.5,0.0,513.5,3256.9,,,,,,,,,,,,3256.9,20.12,
0318-0-01,1741 technology drive,san jose,CA,95110,23029096,1999,office,686945,145534.0,2024,in compliance,,,,44.6,93.0,46.4,94.9,1124334.0,29221.1,272.1,155.2,427.3,3270.4,,,,,,,,,,,,3270.4,22.47,
0318-0-02,1745 technology drive,san jose,CA,95110,23029096,2000,office,686945,228310.0,2024,in compliance,,,62.0,59.9,137.0,62.0,139.3,2834737.0,44921.2,686.1,238.6,924.7,1514.6,,,,,,,,,,,,1514.6,6.63,
0318-0-03,1731 technology drive,san jose,CA,95110,23029096,1984,office,686945,162137.0,2024,in compliance,,,75.0,39.7,111.3,39.7,111.3,1888740.0,,457.1,0.0,457.1,2559.2,,,,,,,,,,,,2559.2,15.78,
0319-0-00,1727 technology dr,san jose,CA,95110,23029097,1990,hotel,81738,79406.0,2024,in compliance,,,97.0,46.6,93.0,47.1,93.2,581591.4,17574.5,140.8,93.3,234.1,,7414.0,,,,,,,,,,,7414.0,93.37,
