X,Y,objectid,y_lat,x_lon,id,portfolio_manager_id,property_name,street_address,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electric_use_kbtu,natural_gas_use_kbtu,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,weather_norm_site_eui_kbtuft2,weather_norm_source_eui_kbtuf,total_ghg_emissions_mtco2e,water_use_all_kgal,water_score,estar_certified,compliance_type,benchmarking_status,data_year,point_x,point_y,philadelphia_building_id
-8367589.69005,4859141.70105383,96,39.9531712,-75.16733191,96489,4179755,APF - 1601 Market Street,1601 Market St,19103,,1969,Office,797220,28280191.4,,,12368413.5,87,51,118,56.6,125.9,3303.2,5572.6,,yes,Required Compliance,Complied,2023,2692455.66750023,236387.78075731,883338000
-8368059.42713761,4858777.76642957,97,39.95066504,-75.17155163,96410,36233118,1845 Walnut Street,1845 Walnut St.,19103,,1968,Office,560000,17866504.7,,,7849510.1,51,69,159.6,76.3,168.3,2089.2,3583,,no,Required Compliance,Complied,2023,2691299.8118723,235440.65108989,883039000
-8368618.12868831,4858988.88551147,98,39.95211889,-75.1765705,165463,8705658,2116 Chestnut (ch061),2116 Chestnut St,19103,,2013,Multifamily Housing,330183,12043571.8,4126377.1,,,51,51.2,120.6,56,129.8,1276.2,6308.4,92,no,Required Compliance,Complied,2023,2689877.86196031,235928.99886648,881566975
-8373792.76696156,4864961.0092549,99,39.99323891,-75.22305814,177795,3875374,Kearsley Equities 1861,2100 North 49th Street,0,1,1861,Multifamily Housing,0,0,0,,0,0,0,0,0,0,0,0,0,No,Required Compliance,Complied,2023,,,
-8367350.70466876,4858389.25397974,100,39.9479895,-75.16518509,96689,3892261,Academy of Music,240 South Broad Street,19102,,1857,Performing Arts,144080,7543116.5,696401.3,,7084529.5,,106.4,210.8,114,221,1169.4,4413.5,,no,Required Compliance,Complied,2023,2693112.52511039,234518.59420697,772727000
-8367516.9523519,4858425.08099434,101,39.94823624,-75.16667851,166313,24051313,1500 Locust Apartments,1500 Locust Street,19102,,1974,Multifamily Housing,677140,15730145.7,1508239.4,,7641958,93,29.8,65.6,30.1,66,2001.1,20905.7,,no,Required Compliance,Complied,2023,2692691.35600522,234596.18493106,881030000
-8367155.71922283,4859498.60804005,102,39.95562887,-75.16343349,178724,3635047,Samuel MV Hamilton Building,128 N. Broad Street,19102,,1905,College/University,241200,16563932.7,16236350.7,,,,136.7,264.3,138.3,264.4,2316.1,4168,,no,Required Compliance,Complied,2023,2693521.9176643,237314.67227623,772724100
-8367614.67442387,4858440.60709505,103,39.94834316,-75.16755636,96217,6867859,Versailles,1530 Locust St,19102,,1929,Multifamily Housing,143600,3773651.5,2124640.8,,796484.7,70,46.6,95.8,50.1,101.1,496.9,4032.7,73,no,Required Compliance,Complied,2023,2692444.19573839,234627.92108806,881030500
-8367498.03491558,4859831.96199119,104,39.9579243,-75.16650855,96660,4479713,DeMedici Corporation II,1600 Vine Street,19102,,1999,K-12 School,244000,13324784.7,,,,,63.5,177.7,66.7,186.9,1169.4,3216.6,,no,Required Compliance,Complied,2023,2692635.75244188,238125.26547131,772239900
-8367457.28549419,4858997.26012571,105,39.95217654,-75.16614251,165393,1750694,Centre Square - 1500 Market Street,1500 MARKET ST,19102,,1974,Office,2215276,62547009.8,,,42910458.9,71,51.2,110,56.4,117.2,8338.5,16847.6,,no,Required Compliance,Complied,2023,2692799.57987013,236035.35265639,883320000
-8367176.71043594,4859366.00980748,106,39.9547158,-75.16362206,96045,25561531,One City,1401 Arch St,19102,,2019,Multifamily Housing,220304,7526315.8,3077179.1,,,77,48.1,110.3,52.5,117,839.8,5131.6,96,yes,Required Compliance,Complied,2023,2693478.81670064,236980.65096265,883056905
-8367336.35411598,4858450.69585477,107,39.94841263,-75.16505618,96797,3529858,230 S. Broad,230 S BROAD ST,19102,,1908,Office,232500,10179777.1,3263562.5,,,53,62.7,148.9,68.4,157.1,1088.1,3851.6,,no,Required Compliance,Complied,2023,2693144.14250122,234673.7254584,883048000
-8367410.20617081,4859292.00336389,108,39.9542062,-75.16571959,97665,6415383,LOVE PARK LLC,1501 John F Kennedy BLVD,19102,,1960,Parking,336663,2093984.7,,,,,747.9,2094,747.9,2094,188.2,74.1,,no,Required Compliance,Complied,2023,2692896.46484697,236777.8747934,883410510
-8367319.2966299,4858248.64286549,109,39.94702115,-75.16490295,166628,16415519,Atlantic,1401 Spruce St,19102,,2019,Multifamily Housing,368991,15618880.4,11595356.5,,,10,73.8,151.5,75.5,153,1986.6,15238.1,35,no,Required Compliance,Complied,2023,2693201.92158514,234168.3052094,881015700
-8367353.79176747,4858339.53425533,110,39.9476471,-75.16521282,96110,2858581,Miller Theater,250 South Broad Street,19102,,1918,Performing Arts,74591,2087158.3,3226685.9,,,,68.2,118.4,79.8,130.6,354.6,6920.2,,no,Required Compliance,Complied,2023,2693108.40339947,234393.68730456,772505500
-8367405.97975802,4858642.61442416,111,39.9497343,-75.16568163,96463,3582095,1435 Walnut (Drexel Building),1435 Walnut St.,19102,,1927,Office,68004,2388480.5,489159.3,,,66,50.3,125.9,57.2,140.2,240.6,936.1,,no,Required Compliance,Complied,2023,2692954.76886421,235149.84852189,883038000
-8367515.0389655,4858335.67992707,112,39.94762055,-75.16666133,95794,3637445,Avenue of the Arts,1501 Spruce Street,19102,,2002,Parking,218900,4658359.2,688752.1,,,,22,56.6,22.7,57.4,455.2,1342.6,,no,Required Compliance,Complied,2023,2692702.73295097,234372.14010356,883423600
-8367172.71024042,4859402.90557341,113,39.95496987,-75.16358612,96491,3876067,centralized comprehensive human services,112 north Broad St,19102,,1896,Medical Office,106224,3307603,,,2681088.7,92,56.4,117.6,63.2,127,468.3,1068.3,,no,Required Compliance,Complied,2023,2693486.17626597,237073.45786364,883023400
-8367425.20077627,4858906.37422501,114,39.95155067,-75.16585429,96916,3663256,30 South 15th Associates,30 South 15th Street,19102,,1985,Office,255000,11456291.6,4037164.3,,,72,64.1,150.2,71.2,160.8,1243.9,3717.1,,no,Required Compliance,Complied,2023,2692887.02096821,235809.82062714,883048700
-8367385.15344782,4858776.12016245,115,39.95065369,-75.16549454,96291,5042578,Packard Grande,111 S 15th St,19102,,1924,Multifamily Housing,161486,19848607.1,1084995,,,63,47.1,127.6,48.1,128.6,1799.6,9062.6,,no,Required Compliance,Complied,2023,2692997.3990283,235486.15657631,883324800
-8366114.41834627,4858936.34333765,116,39.95175702,-75.15407937,129016,,,801 MARKET ST,19107,,,,222844,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2696184.61935988,235981.77369531,883013505
-8367416.51953728,4858195.67125173,117,39.94665634,-75.16577632,97180,3773257,Kimmel Center for the Performing Arts,300 South Broad Street,19102,,2001,Performing Arts,468307,23091385.6,31257713.5,,,,129.6,232.4,140.3,243.7,3686.8,9008.5,,no,Required Compliance,Complied,2023,2692961.04083331,234028.30352089,772727205
-8367545.03809422,4858594.20790557,118,39.94940095,-75.16693081,165372,7545330,1518 Walnut Street,1518 Walnut Street,19102,,1929,Office,101500,2570945.4,,,4585509,56,82.3,146.2,94.9,161.3,535.5,886.4,,no,Required Compliance,Complied,2023,2692608.24002972,235018.22017622,883334010
-8367266.97886138,4859287.72793258,119,39.95354585,-75.16448065,166336,4931293,Municipal Services Building (MSB),1401 JFK Blvd,19102,,1968,Municipal,421296,29369100.5,9516150,,,65,79.2,187.8,86.8,197.1,3144.7,4037.2,,no,Required Compliance,Complied,2023,2693257.33059506,236777.71107981,782003200
-8370894.34318835,4859691.2291409,120,39.95695533,-75.19701801,97799,,,3711 MARKET ST,19104,,,,71506,,,,,,,,,,,,,no,Required Compliance,Complied,2023,2684096.71505806,237523.70827548,883073610
-8369276.10280623,4859753.3017606,121,39.95738271,-75.18248116,166326,1485471,Cira Centre,2929 ARCH STREET,19104,,2006,Office,782208,51969980.4,11369,,,39,66,184.7,67.8,189.7,4561.7,9845,,no,Required Compliance,Complied,2023,2688165.71807489,237797.4731479,883062400
-8370325.33839196,4859727.86597156,122,39.95720759,-75.19190657,96920,5921000,382 - The Summit at University City,3400 Lancaster Ave,19104,,2015,Multifamily Housing,552275,25155601.2,12830799.8,,,48,69.5,153.5,71.2,155.3,2889.2,21725,84,no,Required Compliance,Complied,2023,2685526.38772364,237657.02887498,881111120
-8370771.17366395,4859071.69710981,123,39.95268921,-75.19591157,166316,1782595,Sansom Common,3600 Walnut Street,19104,,1997,Hotel,91260,15763668.6,,,48626691.8,1,402.5,536.1,411.6,547,6753.3,11616.4,,no,Required Compliance,Complied,2023,2684451.70483364,235979.25335914,773566000
-8369843.83805046,4859574.19859812,124,39.95614945,-75.1875812,95988,4979914,385 - University Crossings,3175 JFK Boulevard,19104,,1926,Multifamily Housing,489553,20087262.9,906000,,,40,42.9,116.8,42.9,116.8,1811.1,14811,72,no,Required Compliance,Complied,2023,2686749.62674697,237306.8816094,881115750
-8369378.07666517,4859045.84919395,125,39.95251118,-75.18339721,178687,11669376,evo at Cira Centre South,2930 Chestnut St,19104,,2014,Multifamily Housing,474280,14944218.8,5386760.9,,,89,42.9,100.2,44.9,102.3,1597.7,15617.9,89,yes,Required Compliance,Complied,2023,2687960.5941413,236016.14436148,881024105
-8372764.89515846,4862401.81972667,126,39.97561745,-75.21382137,158060,4096072,Devon/Belmont LLC,1300 Belmont Ave.,19104,,1950,Self-Storage Facility,123750,2470146.4,2280444.9,,,,31.7,62.1,37.4,68.1,343.1,22.7,,no,Required Compliance,Complied,2023,2679192.81869788,244183.46792181,884220000
-8370786.96837343,4859674.14851668,127,39.95683771,-75.19605345,97621,3340008,3701 Market St.,3701 Market St.,19104,,2000,Medical Office,172000,29030326.4,,,,42,206,576.8,206,576.8,2608.8,4947.3,,no,Required Compliance,Complied,2023,2684368.24469872,237488.69883107,883073300
-8370763.87062245,4858859.28833774,128,39.95122649,-75.19584597,98107,17710730,3601 Spruce Street,3601 Spruce Street,19104,,1894,Laboratory,92237,38352824.8,102.6,,28510332.1,,262.2,555.6,265.8,558.2,5259,2543.4,,no,Required Compliance,Complied,2023,2684485.49840122,235447.16649681,773542000
-8371141.12966037,4859916.77471399,129,39.95850838,-75.19923492,165407,2867268,Penn Presbyterian Medical Center,51 North 39th St,19104,,1922,Hospital (General Medical & Surgical),1188574,115919083.3,91445713.1,,9008556.9,45,210.5,419.7,215.9,425.4,15872.2,10365.3,,no,Required Compliance,Complied,2023,2683459.14940405,238071.26459506,774002001
-8370149.57434813,4859625.06506036,130,39.95649971,-75.19032766,97292,3762536,"14,14A-Daskalakis Athletic Center / Recreation Center",3301 Market Street,19104,,1976,Other - Recreation,123048,14381498.1,5258787.7,,,,,,,,,7506,,no,Required Compliance,Complied,2023,2685976.3028343,237412.09629397,774530510
-8369942.56433111,4859361.78300435,131,39.95468676,-75.18846807,97363,3856018,"5,6,12,53,58,61-Quad Buildings",3201 Chestnut Street,19104,,1898,College/University,259691,38937471,429647.5,,29884046,,116,243.6,122.4,250.4,5506.1,,,no,Required Compliance,Complied,2023,2686516.55733122,236767.06215097,774518010
-8371846.83950498,4859392.36882687,132,39.95489742,-75.20557441,96715,32439261,169 Philadelphia Uni City PA HWS,4109 Walnut Street,19104,,1980,Hotel,110157,4701831.5,2445286.3,,,74,65,143,64.9,142.8,542.5,4329.6,,no,Required Compliance,Complied,2023,2681720.62302548,236705.13445331,883733000
-8371285.97136561,4859407.36023389,133,39.95500064,-75.20053606,97079,4964805,Chestnut Hall (ch84),3900 Chestnut St.,19104,,1923,Multifamily Housing,268381,10483956.9,36643007.1,,,1,264.2,380.3,324.2,443.3,2866.4,15489.1,34,no,Required Compliance,Complied,2023,2683131.4364768,236783.45516281,881117500
-8370629.49687328,4859441.07731235,134,39.9552328,-75.19463887,97139,5964472,The Axis,20 S. 36th Street,19104,,1900,Residence Hall/Dormitory,65380,2392085.3,1900037.3,,1019283.1,51,81.2,151.7,88.5,161.2,383.6,5603.1,,no,Required Compliance,Complied,2023,2684781.55719231,236915.77379581,881601401
-8370497.8869341,4859525.25893744,135,39.95581246,-75.1934566,178655,3652506,Monell Center,3508 Market Street,19104,,1970,Office,54912,5657427,3542.9,,3389843.2,,147,323.5,151.5,325.5,721.8,645.5,,no,Required Compliance,Complied,2023,2685106.75011148,237136.44100539,774688100
-8372099.58573018,4858121.63293713,136,,,165430,3696901,Griffith Hall,4247 Woodland Ave,19104,,1928,College/University,206365,2652893.5,22586008.8,,,,222.7,274.8,242.8,295.9,1438,2718.7,,no,Required Compliance,Complied,2023,2681176.12444255,233500.33410439,773500500
-8369317.13112401,4858923.74650681,137,39.95167035,-75.18284973,96365,4393810,FMC Tower at Cira Centre South,2929 WALNUT STREET,19104,,2016,Office,869995,35620563.5,15229118.9,,,81,48.8,111.1,48.8,111.1,3935.1,15135.3,,yes,Required Compliance,Complied,2023,2688122.92222872,235714.43236648,883063410
-8369522.68495965,4859047.32706241,138,39.95252136,-75.18469625,97855,3849558,TRL 31st Street,125 S. 31st Street,19104,,2004,Laboratory,120000,36260450,70829.8,,34842937.3,,569.4,1148.2,586.4,1161.5,5499.6,7967.6,,no,Required Compliance,Complied,2023,2687596.44690372,236009.26970331,773717110
-8370797.72984844,4858095.9062093,139,39.94596934,-75.19615015,165469,4428360,3600 Civic Center Garage,3600 Civic Center Blvd.,19104,,2014,Parking,400000,2541025.6,,,,,4.7,13,4.8,13.5,223,220.7,,no,Required Compliance,Complied,2023,2684455.63264731,233530.4124563,773740401
-8367867.20773814,4859443.77469443,140,,,178627,7800647,Urban Growth Property LIM,1815-25 Arch Street,19103,,1988,Parking,213750,1095738.2,,,,,281,786.7,292.2,818.2,96.2,24.4,,no,Required Compliance,Complied,2023,2691734.91402046,237124.77731481,883411000
-8367900.12571484,4859610.41639747,141,39.95639879,-75.17012058,157964,4226783,The Logan Hotel,One Logan Square,19103,,1983,Hotel,338200,14543336.1,33316498.1,,,37,142.6,225.6,144.8,226.6,3046,11922,,no,Required Compliance,Complied,2023,2691639.83973555,237540.18560472,883720500
-8368647.92946727,4859570.75880983,142,,,96149,5027356,Westminster Arch Apartments,2213-25 Arch Street,19103,,1890,Multifamily Housing,73614,1819285.6,791626.3,,,92,35.5,80.5,38.9,89.1,201.7,2028.9,79,no,Required Compliance,Complied,2023,2689760.31724788,237385.8145224,881036500
-8367643.49133175,4859779.17244449,143,39.95756081,-75.1678152,97359,3829101,archdoicese of philadelphia,222 n.th st.,19103,2,1970,Worship Facility,,8900198.6,3901185.3,,,,75,169.9,78.2,173.6,1007,2648.7,,no,Voluntary Compliance,Voluntarily Complied,2023,2692273.48020056,237982.19554748,772269000
-8369425.30083652,4859097.72407983,144,,,179004,36229155,Cira Square Garage,129L S 30th st,19104,,1934,Parking,220800,,,,,,,,,,0,,,no,Required Compliance,Complied,2023,2687837.93034464,236142.7638589,883450000
-8370294.03644405,4860724.23521633,145,,,96425,5019078,Mantua Presbyterian Apartments,600-18 N. 34th Street,19104,,2008,Multifamily Housing,60557,1792255.4,448156.8,,,77,37,90.6,37,90.6,184.9,2680.3,25,no,Required Compliance,Complied,2023,2685532.79289456,240157.40543589,881812305
-8367862.84442808,4858407.02770992,146,39.94811192,-75.1697857,98033,21547738,(PA2674) -1706 Rittenhouse Square (1706 Rittenhouse Square Street),1706 Rittenhouse Square Street,19103,1,2010,Multifamily Housing,,4143532.8,,,3108636.8,26,61.8,130.6,68.8,141.9,571.4,,,no,Voluntary Compliance,Voluntarily Complied,2023,2691821.8738203,234525.44885206,888089352
-8370402.4433694,4859844.30528381,147,,,95964,8025320,Quaker Court,3514-30 Lancaster Ave.,19104,,1870,Multifamily Housing,71993,2514684.9,,,,40,34.9,97.8,38.8,108.7,220.7,1870.3,70,no,Required Compliance,Complied,2023,2685323.83825997,237943.35507397,881111127
-8371923.25294598,4859680.25164771,148,,,97458,26583008,4200 Ludlow Street,4200-4224 Ludlow Street,19104,,2020,Multifamily Housing,555000,1966871.3,,,,100,3.5,9.9,3.7,10.4,176.7,2045.2,100,no,Required Compliance,Complied,2023,2681507.46629955,237421.42370315,881442747
-8369378.24468649,4859380.30704211,149,,,97058,3683056,3000 Market Street,3000-3018 Market Street,19104,,1895,Office,90999,2095458.3,,,,,34,95.1,34,95.1,183.9,83.9,,no,Required Compliance,Complied,2023,2687935.7910413,236854.76669997,883074000
-8371958.10730132,4859574.69156216,150,,,97382,17797198,4210-16 Chestnut Street,4210-16 Chestnut Street,19104,,2019,Multifamily Housing,300264,1001698.4,,,,100,3.3,9.3,3.4,9.6,90,1336.8,100,no,Required Compliance,Complied,2023,2681427.3532708,237154.21885698,881442752
-8369421.46150173,4859387.57738601,151,,,97591,3365000,3020 Market Street,3020-3052 Market Street,19104,,1959,Office,210000,28248166.4,,,23178329.2,,248.4,516.8,254.1,523.7,4018.2,7295.7,,no,Required Compliance,Complied,2023,2687826.47006573,236869.83392707,883071700
-8371331.8517589,4859477.15501366,152,,,96980,3571363,40th Street Promenade,3943-45 CHESTNUT ST,19104,,2006,Multifamily Housing,858000,4907602.4,164273,,,,57,156.4,58.6,160.9,449.7,4163,,no,Required Compliance,Complied,2023,2683010.88717721,236955.12378272,881600113
-8370418.33941257,4859387.88066414,153,39.95486648,-75.19274201,157910,4951216,DOMUS,3401 L Chestnut St,19104,,2008,Multifamily Housing,525469,14240807.7,677439.1,,,72,34.6,94.2,34.8,94.4,1315.7,13846.1,40,no,Required Compliance,Complied,2023,2685316.97278814,236797.77928114,881116113
-8370458.38874102,4858402.9746618,154,,,165423,2848414,Perelman Center for Advanced Medicine,3400 Civic Center Blvd,19104,,2005,Hospital (General Medical & Surgical),500000,226257431.1,0,,226247178.9,,278.8,558,286.1,565.8,34879.9,92764.4,,no,Required Compliance,Complied,2023,2685287.68019581,234325.1749744,773740100
-8370063.19476322,4859492.68575688,155,,,96824,3762539,"15,16,90-Haggerty/General Service/Law",3300-3350 Market Street,19104,,1971,College/University,122612,12798302.8,1852.3,,3221953.3,,63.5,157.4,67.3,161.6,1364.1,7803.3,,no,Required Compliance,Complied,2023,2686203.37029356,237086.47850689,774530700
-8371924.41597415,4858461.54714612,156,,,96270,3682419,4100 Chester / 4101 Woodland Avenue,4116-18 Chester Avenue,19104,,1920,Office,62001,1767074.8,593697.9,,,,42.9,101.3,46.9,107.2,190.3,187,,no,Required Compliance,Complied,2023,2681592.58522381,234365.43834531,883080550
-8369879.35545399,4859766.78079864,157,,,96485,3762582,81-3201 Arch Street,3201-21 Arch Street,19104,,1920,College/University,55512,3091474.3,614735.7,,,,51,128,56.1,136.7,310.5,502.5,,no,Required Compliance,Complied,2023,2686646.20635013,237787.15459898,774513500
-8369602.45710557,4859418.00626667,158,,,97395,3762549,"27,27A-LeBow / CAT Engineering",3100-16 Market Street,19104,,1989,College/University,156275,9758988.8,,,5094372.9,,117,263.6,125,272.1,1215.2,3300.2,,no,Required Compliance,Complied,2023,2687368.62780556,236932.89187181,774525000
-8371277.05139126,4859468.31029629,159,,,178659,3688012,11018 - Philadelphia Ronald McDonald House,3921-3937 Chestnut St,19104,3,2018,Hotel,,4058505.8,2899290.6,,,94,53.5,110.9,55.5,112.9,510.2,3444.9,,no,Voluntary Compliance,Voluntarily Complied,2023,2683149.4777793,236936.92992148,773080515
-8370617.76211315,4859649.84460739,160,39.95667035,-75.19453345,97237,10493451,FPACP4 MARKET LLC,3601 Market St,19104,,2016,Multifamily Housing,354372,25071502.2,12432812.8,,,1,101.9,226.3,108.4,240.1,2860.7,8323.4,81,no,Required Compliance,Complied,2023,2684795.94594306,237440.08573932,881115778
-8365434.4847132,4858804.39066388,161,39.95084832,-75.14797144,97558,11190332,140399_Plaza,101 North Independence Mall E,19106,,1972,Office,582120,45971855,9506,,28870201.1,48,166,362.5,172,369.7,5952.1,9720.2,,no,Required Compliance,Complied,2023,2697906.0486598,235701.29066047,883014510
-8365100.23145235,4859581.45752253,162,39.95619932,-75.14496879,95847,33189619,303 Vine Street,303 Vine Street,19106,,1901,Multifamily Housing,63000,1715894.8,,,,87,27.2,76.3,40.1,112.4,150.6,1698.1,62,no,Required Compliance,Complied,2023,2698690.02215748,237674.53671397,881006325
-8365471.72608545,4858273.61793209,163,39.9471931,-75.14830599,165388,23409056,The Broderick,400 Walnut St,19106,,2002,Multifamily Housing,64390,3417725.3,,,598653,30,43.7,112,44.8,114.9,339.7,3061.1,25,no,Required Compliance,Complied,2023,2697851.5172728,234367.56957464,881569810
