Reporting ID,Data Year,MapLot,Compliance Status,BEUDO Category,BEUDO Property Type,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Grid Electricity Emissions Factor (Metric Tons CO2e per Million Btus),Grid Electricity Emissions (Metric Tons CO2e),Natural Gas Emissions Factor (Metric Tons CO2e per Million Btus),Natural Gas Emissions (Metric Tons CO2e),Fuel Oil #1 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #1 Emissions (Metric Tons CO2e),Fuel Oil #2 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #2 Emissions (Metric Tons CO2e),Fuel Oil #4 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #4 Emissions (Metric Tons CO2e),Fuel Oil #5 or #6 Emissions Factor (Metric Tons CO2e per Million Btus),Fuel Oil #5 or #6 Emissions (Metric Tons CO2e),Diesel Emissions Factor (Metric Tons CO2e per Million Btus),Diesel Emissions (Metric Tons CO2e),Kerosene Emissions Factor (Metric Tons CO2e per Million Btus),Kerosene Emissions (Metric Tons CO2e),District Steam Emissions Factor (Metric Tons CO2e per Million Btus),District Steam Emissions (Metric Tons CO2e),District Chilled Water Emissions Factor (Metric Tons CO2e per Million Btus),District Chilled Water Emissions (Metric Tons CO2e),Latitude,Longitude,Coordinates
B1519,2021,121-114,Compliant,Residential,Other,87557,72,613-619 Green Street,,489-19,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0723,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3689,-71.1117,POINT (-71.1116888352153 42.3688626893106)
B1564,2021,27-93,Non-Compliant,Non-Residential,Manufacturing/Industrial,156564,1,250 Bent St,1970,564-1,1,Data Center,"Data Center (138000.0),Parking (8000.0)",138000,,AT&T CORP.,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0723,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3671,-71.0847,POINT (-71.084668410531 42.3670631052914)
B1605,2021,70-86,Compliant,Non-Residential,Office,172629,1,750 Main Street,1910,655-1,1,Laboratory,Laboratory (172609.0),172609,,MIT 750 MAIN STREET FEE OWNER LLC,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0723,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3628,-71.0963,POINT (-71.0962698969438 42.3628246291303)
B1789,2021,90-133,Compliant,Non-Residential,Food Sales & Service,40278,,583 Massachusetts Ave,,605-1,1,,,,,"3MJ ASSOCIATES, LLC",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0723,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3653,-71.1023,POINT (-71.1023320832941 42.3653006426326)
B1810,2021,52A-31,Compliant,Non-Residential,College/University,98802,,57 Vassar Street,,667-5,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0723,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3611,-71.0932,POINT (-71.0932088801981 42.3611444996726)
B1176,2022,169-94,Compliant,Non-Residential,College/University,112620,3,8 Appian way,1910,319-12,1,College/University,College/University (3816.0),3816,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,13539.8,46198,1699.4,169944,,,,,,,,,,216142,228004.8,56.6,59.7,307795.5,320251.4,80.7,83.9,12.3453,17.9,4.7,0.0718,3.3188,0.0531,9.0265,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3751,-71.1212,POINT (-71.121232020633 42.3750615819996)
B1279,2022,227-90,Compliant,Non-Residential,Other,177958,2,5 Bond St,1980,201-16,1,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym (59701.0),59701,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,367070.5,1252444.7,7533.2,753318,,,,,,,,,,2005762.7,2070400.1,33.6,34.7,4297829,4365698.3,72,73.1,129.9852,284.4,4.76,0.0718,89.9731,0.0531,40.0121,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3815,-71.1269,POINT (-71.1268626038734 42.3815174852747)
B1359,2022,"132-137, 132-157",Compliant,Non-Residential,Other,215876,145,5 Cowperthwaite Street,2007,498-15,1,Parking,Parking (98623.0),98623,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,248354.4,847385.2,,,,,,,,,,,,847385.2,858813,8.6,8.7,2372678.5,2404676.5,24.1,24.4,60.8744,,,0.0718,60.8744,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.369,-71.1155,POINT (-71.1154728066417 42.3690361955549)
B1461,2022,269.5-101,Non-Compliant,Non-Residential,Manufacturing/Industrial,83930,,5 CambridgePark Drive,,35-1,1,,,,,MASSACHUSETTS BAY TRANSPORTATION,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0718,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3957,-71.1419,POINT (-71.1418913326054 42.3957322510887)
B1518,2022,121-114,Non-Compliant,Residential,Other,87557,72,609-611 Green Street,,489-20,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0718,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3687,-71.1115,POINT (-71.1114793758513 42.3687375724375)
B1898,2022,18-75,Compliant,Municipal,Food Sales & Service,12571,0,59 & 69 First Street,1993,505-2,1,Restaurant,"Restaurant (3215.0),Parking (697.0)",3912,,CAMBRIDGE CITY OF,COMM. DEV.,,,,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,0.0718,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.369,-71.0781,POINT (-71.0781014169672 42.3690116721666)
B1356,2023,128-71,Non-Compliant,Non-Residential,Technology/Science,92612,2,780 Memorial Drive,2002,681-15,1,Laboratory,"Office (17000.0),Laboratory (34000.0),Parking (40000.0)",51000,,MIT 770/784/790 MEMORIAL LLC,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3594,-71.1147,POINT (-71.1147366504509 42.3593773067891)
B1564,2023,27-93,Compliant,Non-Residential,Manufacturing/Industrial,156564,1,250 Bent St,1970,564-1,1,Data Center,"Data Center (138000.0),Parking (8000.0)",138000,,AT&T CORP.,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3671,-71.0847,POINT (-71.0846684106922 42.3670631052263)
B1643,2023,242-38,Compliant,Non-Residential,Education,109553,12,178 Coolidge Hill,1939,387-10,1,K-12 School,K-12 School (2968.0),2968,,SHADY HILL SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3713,-71.1366,POINT (-71.1366122314201 42.3713171138871)
B1676,2023,269-132,Compliant,Non-Residential,Office,92672,1,1 Alewife Center,1988,24-3,1,Office,Office (89875.0),89875,,"IQHQ ALEWIFE, LLC",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3985,-71.1399,POINT (-71.1398854495589 42.3985142176561)
B1841,2023,183-102,Non-Compliant,Residential,Other,52492,64,2353 Massachusetts Avenue,,25-25,1,,,,,Condo Building - Multiple Owners,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3965,-71.1287,POINT (-71.1287261659556 42.3965284312792)
B1128,2024,35-95,Compliant,Non-Residential,Other,32775,0,155 Gore St,,369-2,1,,,,,MASSACHUSETTS COMMONWEALTH OF,MDC SKATING RINK,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.373,-71.0846,POINT (-71.0845662347208 42.3729992848461)
B1147,2024,144-1,Compliant,Non-Residential,Technology/Science,2402868,15,12 Oxford St,1999,241-10,1,Laboratory,Laboratory (56215.0),56215,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,2514456.7,8579326.2,,,,,,,,,10055281.6,10636849.9,,29271457.7,29440502.1,520.7,523.7,45968987.2,46313348,817.7,823.9,1903.4968,,,0.0722,619.4896,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,706.2709,0.0575,577.7363,42.3777,-71.1153,POINT (-71.1152544584105 42.3776568823608)
B1169,2024,159-1,Compliant,Non-Residential,College/University,1223988,1027,19 Quincy St,1906,318-23,1,College/University,College/University (57110.0),57110,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,167305.6,570846.7,,,,,,,,,353785,1471500,,2396131.6,2521230,42,44.1,3690589.9,3847275.7,64.6,67.4,159.2517,862.3,15.1,0.0722,41.2193,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,97.7054,0.0575,20.3271,42.3739,-71.1152,POINT (-71.115203981387 42.3738611032312)
B1215,2024,160-60,Compliant,Non-Residential,College/University,94338,0,8 Linden Street,1908,395-4,1,College/University,College/University (26578.0),26578,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,141650.6,483311.9,,,,,,,,,,,,483311.9,477463.3,18.2,18,1353273.2,1336897.2,50.9,50.3,34.8986,,,0.0722,34.8986,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3723,-71.117,POINT (-71.1170321974112 42.3723063578525)
B1461,2024,269.5-101,Exempt,Non-Residential,Manufacturing/Industrial,83930,,5 CambridgePark Drive,,35-1,1,,,,,MASSACHUSETTS BAY TRANSPORTATION,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3957,-71.1419,POINT (-71.1418913325029 42.3957322511348)
B1564,2024,27-93,Non-Compliant,Non-Residential,Manufacturing/Industrial,156564,1,250 Bent St,1970,564-1,1,Data Center,"Data Center (138000.0),Parking (8000.0)",138000,,AT&T CORP.,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3671,-71.0847,POINT (-71.0846684106922 42.3670631052263)
B1676,2024,269-138,Exempt,Non-Residential,Office,632693,0,1 Alewife Center,1988,24-3,1,Office,Office (89875.0),89875,,"IQHQ ALEWIFE, LLC",,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3985,-71.1399,POINT (-71.1398854495589 42.3985142176561)
B1734,2024,105-74,Compliant,Non-Residential,Office,41000,2,678 Massachusetts Avenue,1920,592-8,1,Office,Office (33500.0),33500,,678 MASS AVE. LLC,,58,337495,1151532.9,13287,1328700,,,,,,,,,,2480232.9,2644298.2,74,78.9,4619427.2,4780057.7,137.9,142.7,153.7223,129.5,3.87,0.0722,83.149,0.0531,70.5732,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3655,-71.1045,POINT (-71.1044676762669 42.3655303065189)
B1847,2024,44-99,Compliant,Non-Residential,Office,451653,0,325 Main St,2022,643-5,1,Office,Office (494512.0),494512,,"ZUCKERMAN, MORTIMER B., EDWARD H. LINDE","& DAVID BARRETT, TRS. OF THREE CAMBRIDGE",87,5048484.9,17225430.4,62473,6247300.2,,,,,0,,,,,23472730.6,,47.5,,54790870.4,,110.8,,1575.6233,13338.8,26.97,0.0722,1243.8011,0.0531,331.8222,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3628,-71.0866,POINT (-71.0865670628187 42.3627723624569)
B1920,2024,54-29,Non-Compliant,Non-Residential,College/University,551932,350,229-269 Vassar St,2022,746-6,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0722,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3565,-71.1028,POINT (-71.1028348702364 42.3564621333799)
B1497,2017,52A-21,Compliant,Non-Residential,College/University,3691096,0,25 AMES ST,1976,668-66,1,College/University,College/University (133798.0),133798,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,3504069.5,11955885.2,106,10600,,,,,,,17999015,21840647.4,,51806147.7,,387.2,,76141908.7,,569.1,,3380.8461,1376,10.28,0.0749,895.9454,0.0531,0.563,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,1450.1862,0.0575,1034.1514,42.3609,-71.089,POINT (-71.0890168797832 42.360921160338)
B1681,2015,43-76,Compliant,Non-Residential,Technology/Science,605547,0,75 Ames Street,2014,625-4,1,Laboratory,"Other - Technology/Science (79689.0),Office (81623.0),Laboratory (198303.0),Other (14256.0)",373871,,"THE BROAD INSTITUTE, INC",,,9923000,33857275.9,791527,79152695.5,,,,,,,,,,113009971.4,,302.3,,177910702.8,,475.9,,6800.0669,12319.7,32.95,0.0767,2595.8873,0.0531,4204.1796,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3634,-71.0883,POINT (-71.0882984122505 42.363350053373)
B1051,2016,"138-2, 138-33",Compliant,Non-Residential,Other,155818,1,1640 Cambridge Street,2008,328-2,1,Fitness Center/Health Club/Gym,"Parking (50031.0),Swimming Pool (0.0),Fitness Center/Health Club/Gym (118193.0)",168224,,CAMBRIDGE CITY OF,,,1448844,4943455.8,99611.3,9961125.6,,,,,,,,,,14904581.3,14905795.5,126.1,126.1,24300858,24302578,205.6,205.6,899.5339,2513.6,21.27,0.0749,370.4507,0.0531,529.0832,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3744,-71.1095,POINT (-71.1095387194862 42.3743659205039)
B1073,2015,95-71,Compliant,Non-Residential,Technology/Science,32460,1,12 Emily Street,1928,707-9,1,Laboratory,"Laboratory (19949.0),Manufacturing/Industrial Plant (12000.0)",31949,,MIT 12 EMILY STREET LLC,,,376683.2,1285243.1,4036.5,403654.8,,,,,,,,,,1688898,1682507.2,52.9,52.7,4022518.3,4015808,125.9,125.7,119.9815,142,4.45,0.0767,98.5415,0.0531,21.44,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3596,-71.1048,POINT (-71.1047550119476 42.3595917433017)
B1320,2021,1A-86,Compliant,Residential,Residential,426000,426,One Leighton Street,2008,378-11,1,Multifamily Housing,Multifamily Housing (612952.0),612952,528,NORTH POINT APARTMENTS LIMITED PARTNERSH,"C/O AVALONBAY COMMUNITIES, INC",3,5633809,19222556.5,343658.7,34365867.1,,,,,,,,,,53588423.5,54936559.8,87.4,89.6,89907318.5,91322861.6,146.7,149,3215.4167,3676.5,6,0.0723,1390.0805,0.0531,1825.3362,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.37,-71.0731,POINT (-71.0731427397416 42.3699572087782)
B1761,2021,92-130,Compliant,Residential,Residential,103484,83,41 Pilgrim St,1990,665-9,1,Multifamily Housing,Multifamily Housing (6350.0),6350,6,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,32196,109852.8,3654.5,365445.9,,,,,,,,,,475298.7,495632.5,74.9,78.1,691305.9,711481.8,108.9,112,27.3546,385.5,60.71,0.0723,7.944,0.0531,19.4106,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3616,-71.1029,POINT (-71.1028678812642 42.3616255918647)
B1633,2023,268B-45,Compliant,Residential,Residential,264000,273,402 Rindge Avenue,1970,59-20,1,Multifamily Housing,Multifamily Housing (264000.0),264000,273,RINDGE TOWERS APARTMENTS LLC,,90,1031915.4,3520895.5,125874.9,12587491.2,,,,,,,,,,16108386.7,16998263.9,61,64.4,23075373.2,23983795.8,87.4,90.8,922.8125,6105179.3,23125.68,0.0722,254.2342,0.0531,668.5783,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3931,-71.1399,POINT (-71.1399184529522 42.3930933796731)
B1610,2021,267.4-221,Compliant,Non-Residential,Food Sales & Service,33426,2,130 Fawcett Street,1955,48-18,1,Food Service,"Food Service (30000.0),Parking (20000.0)",30000,,"IVANOVIC, LUDMILLA R. L., TR. OF",ONE HUNDRED THIRTY FAWCETT STREET,,764640,2608951.8,115611.7,11561172.8,,,,,,,,,59726,14373909.8,14570926.9,479.1,485.7,19648081.7,19855132.5,654.9,661.8,802.7359,1337.5,44.58,0.0723,188.6665,0.0531,614.0694,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3936,-71.1483,POINT (-71.1483394500425 42.393557703989)
B1543,2017,108-22,Non-Compliant,Residential,Residential,93900,111,295 Harvard Street,1960,485-3,1,Multifamily Housing,Multifamily Housing (93900.0),93900,111,HARVARD TOWERS CORPORATION,,,252778,862478.5,1550.8,155080,,,,,,,,,,1017558.5,,10.8,,2577773.8,,27.5,,72.8691,890.2,9.48,0.0749,64.6321,0.0531,8.237,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3698,-71.1052,POINT (-71.1051838079738 42.3698075046457)
B1462,2024,1A-109,Compliant,Residential,Residential,404715,437,8-12 Museum Way,1998,460-1,1,Multifamily Housing,"Multifamily Housing (525000.0),Parking (144500.0),Swimming Pool (0.0)",525000,428,"REGATTA RIVERVIEW, LLC",,88,3619728.9,12350515.1,126493.6,12649358.5,,,,,,,,,,24999873.6,26348238.2,47.6,50.2,47863268.8,49628292.5,91.2,94.5,1563.6612,15301.9,29.15,0.0722,891.7968,0.0531,671.8644,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.3702,-71.0717,POINT (-71.0716811630701 42.3701911022073)
B1509,2018,62-34,Non-Compliant,Residential,College/University,150644,210,540 MEMORIAL DR (REAR),1963,"747-2, 747-3, 747-4, 747-5, 747-6",5,College/University,College/University (162225.0),162225,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1005250,3429913,4328,432799.8,,,,,,,,16461678.8,,20324391.7,,125.3,,29862272.5,,184.1,,1356.5642,4836.9,29.82,0.0701,240.5453,0.0531,22.9881,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,1093.0308,0.0575,0,42.3552,-71.1035,POINT (-71.1035442869943 42.3552486676985)
B1372,2021,43A-16,Compliant,Non-Residential,Technology/Science,214544,1,400 Technology Square,1967,610-5,1,Laboratory,"Office (91212.0),Laboratory (120910.0)",212123,,"MIT REAL ESTATE, LLC,","C/O ARE- TECH SQ, LLC/MIT REAL ESTATE LL",1,10664731.5,36388064,240245,24024504.1,,,,,,,,,,60412568.1,60834433.4,284.8,286.8,127112308.5,126788180.1,599.2,597.7,3907.4621,6226.1,29.35,0.0723,2631.4054,0.0531,1276.0567,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.364,-71.0919,POINT (-71.0919261070195 42.3639751343137)
B1502,2016,52A-21,Non-Compliant,Non-Residential,College/University,3691096,0,21 AMES ST,1916,668-8,1,College/University,College/University (65896.0),65896,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1270628.2,4335383.5,1426,142600,,,,,,,5463805.4,6156262.7,,16098051.6,,244.3,,24667103.7,,374.3,,1055.1524,1122.1,17.03,0.0749,324.8833,0.0531,7.5742,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,408.7666,0.0575,313.9284,42.36,-71.0909,POINT (-71.0908596519798 42.3599993867171)
B1880,2016,"85-1, 85-63",Compliant,Municipal,Municipal,91616,,147 Hampshire Street,1979,"381-10,381-15,381-20,385-1",4,Other - Public Services,,80763,,Cambridge City Of,Public Works Dept,,319550.8,1090307.3,51115.2653,5111526.5,,,,,,,,,2787.6,6211345.2,6564903.3,184.8,195.3,8800179.2,9169682.2,261.8,272.8,353.2027,45170.6,,0.0749,81.705,0.0531,271.4977,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3719,-71.0974,POINT (-71.0974405954733 42.3718571475336)
B1446,2021,"268A-52, 268A-48, 268A-49, 268A-50, 268A-51",Compliant,Residential,Residential,168698,,1 Jackson Place,1952,"59-22, 59-25, 59-31, 59-36, 59-37, 59-38, 59-39, 59-40, 59-42",9,Multifamily Housing,Multifamily Housing (207765.0),207765,175,CAMBRIDGE HOUSING AUTHORITY,,91,595754.9,2032716.1,109541,10954100.4,,,,,,,,,89171,12986816.5,14147584.9,62.5,68.1,17193410.5,18412217.3,82.8,88.6,728.8209,10394.2,50.03,0.0723,146.996,0.0531,581.8249,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3921,-71.1349,POINT (-71.1348568187378 42.3920756066484)
B1637,2021,242-38,Compliant,Non-Residential,Education,109553,12,178 Coolidge Hill,1926,387-21,1,K-12 School,K-12 School (2660.0),2660,,SHADY HILL SCHOOL,,33,,,3148,314800,,,,,,,,,,314800,341713.4,118.3,128.5,330540,358799.1,124.3,134.9,16.7205,,,0.0723,0,0.0531,16.7205,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3717,-71.137,POINT (-71.1370421458251 42.3717406181162)
B1202,2016,156-26,Compliant,Residential,College/University,69317,148,3 Mellen Street,2007,226-39,1,Multifamily Housing,Multifamily Housing (2123.0),2123,2.55,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,11792.6,40236.3,259.4,25939.4,,,,,,,,,,66175.7,66175.2,31.2,31.2,139898,139897.4,65.9,65.9,4.393,51.2,24.13,0.0749,3.0152,0.0531,1.3778,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3811,-71.1192,POINT (-71.1192251665708 42.381093893401)
B1298,2018,161-85,Compliant,Residential,College/University,193571,0,58 Plympton St,1912,"438-6, 438-8, 438-1",3,Residence Hall/Dormitory,Residence Hall/Dormitory (220806.0),220806,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1459341,4979271.6,5322,532199.9,,,,,,,,15763178.4,,21274649.9,,96.3,,33464521.8,,151.6,,1424.1235,5979.2,27.08,0.0701,349.2044,0.0531,28.2677,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,1046.6514,0.0575,0,42.3707,-71.1169,POINT (-71.1169299313505 42.3706780353822)
B1561,2023,106-105,Compliant,Residential,Other,175641,93,632 Massachusetts Avenue,1950,608-2,1,Mixed Use Property,Other (20974.0),20974,93,"CENTRAL SQUARE LLC,",C/O HUNNEMAN REAL ESTATE CORP.,,751768,2565032.3,54658.7,5465871.3,,,,,,,,,,8030903.6,8519508.2,382.9,406.2,12921255.3,13420095.1,616.1,639.8,475.531,,,0.0722,185.214,0.0531,290.317,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,0,0.0575,0,42.365,-71.104,POINT (-71.1039613914329 42.3650000800286)
B1105,2018,71-56,Compliant,Non-Residential,Technology/Science,978455,,1 Portland Street,2013,658-4,1,Laboratory,"Laboratory (229330.0),Parking (220000.0)",229330,,"MIT 650 MAIN STREET, LLC",,,12096507,41273282,483122.4,48312244.5,,,,,,,,,,89585526.6,89417047.2,390.6,389.9,166293046.5,165197510.3,725.1,720.3,5460.6571,10803.1,47.11,0.0701,2894.5619,0.0531,2566.0952,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3618,-71.0945,POINT (-71.0944600931604 42.3618190881665)
B1165,2022,157-69,Compliant,Non-Residential,College/University,1462119,18,15 Oxford St,2007,266-12,1,College/University,College/University (173885.0),173885,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,8027981.1,27391471.5,,,,,,,,,28617342.7,22462439.7,,78471253.8,78333800.5,451.3,450.5,129761139.9,129806082.4,746.2,746.5,5103.458,10150.1,58.37,0.0718,1967.7476,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0743,0,0.0752,0,0.0754,0,0.0664,1491.4723,0.0575,1644.238,42.3775,-71.1166,POINT (-71.116638757489 42.377500701554)
B1518,2019,121-114,Compliant,Residential,Other,87557,72,609-611 Green Street,,489-20,1,,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0656,0,0.0531,0,0.0735,0,0.0742,0,0.0753,0,0.0753,0,0.0742,0,0.0777,0,0.0664,0,0.0575,0,42.3687,-71.1115,POINT (-71.1114802538954 42.3687337689237)
