bbl,tenant,floor,sf_occupied,move_in_date
1000640012,Studio Daniel Libeskind,18th,12500,1/1/16
1000640015,Studio Esthetique Skin,11th,1215,1/1/19
1008070028,Studio Esthetique Skin,15th,2434,5/14/25
1008480061,Studio Four NYC,2nd,"1,000",11-Apr
1008030067,Studio Geiger Architecture,GRND,1000,9/20/25
1007080031,Studio Instrument Rentals,2nd,"10,000",4-Jul
1008060026,Studio Link ,9th,"9,400",22-Oct
1012670022,Studio M.D.,6th,3300,12/1/23
1006960065,Studio Panduro,2nd,"2,084",21-Dec
1005290072,Studio Sofield,13th,"9,310",20-Feb
1007610053,Studio Street Architects,12th,"1,521",20-Mar
1007620019,Studio3eme,16th,860,16-Jul
1005110008,Studios Architecture,7th,3904,11/1/01
1005120015,Studs,2nd,10524,6/1/01
1007850037,Stull Stull & Brody,GRND,1750,2/23/25
1012790065,Stull Stull & Brody,GRND,3000,Oct-98
1012840007,"Stull, Stull & Brody",GRND,1166,10/1/98
1008350041,STV,10th,"51,971",24-Jan
1009930055,Style Theory Apparel Group,21st,14634,6/1/25
1008190044,Stylistico,3rd,"1,000",23-Jun
1012630059,Su-raj Intergold,8th,1260,5/1/21
1000640012,Subin Associates,"14th, 22nd, 23rd",19639,3/1/10
1007610033,Subway,GRND,2500,7/1/23
1000130005,Subway,GRND,1250,1/1/09
1012790045,Subway,GRND,500,16-Mar
1017740001,Sucafina,6th,"2,481",25-Apr
1007870001,Success Express Inc.,GRND,"10,000",6-Aug
1012810059,"Sue Decotiis, M.D.",12th,3545,9/1/14
1010270020,SUGARFISH,GRND,1700,1/11/25
1013070023,SUGARFISH,GRND,"1,000",21-Aug
1012730012,Suit Club New York,4th,2200,6/1/15
1008380008,Suites by NYLO,"10th, 11th",11700,8/1/21
1013740021,SuitSupply,"2nd, 3rd, 13th","17,772",13-Jun
1008620013,Sultan Linens,"3rd, 4th",10000,11/1/23
1008390070,Sumi Eyelash,4th,2500,6/1/21
1008710068,Summer Pbc,GRND,500,25-Aug
1008690054,Summer Salt,GRND,"1,200",21-Apr
1007880066,Summer Search,9th,"8,213",25-Sep
1012750012,Summit Golf Brands,9th,7300,9/17/25
1012990027,Summit Trail Advisors,28th,"16,350",18-Jan
1007840068,Sun River Health,"9th, 11th, 12th","9,932",22-Oct
1008070001,SundanceTV,16th,8064,1/23/25
1005970055,Sunday Capital,10th,2124,5/1/25
1006910043,Suno AI,"6th, 7th","26,176",25-Nov
1008150014,Sunrise Brands,"9th, 10th, 12th",44726,12/1/21
1007860001,Sunshine Dance,GRND,500,25-Mar
1008060026,Sunshine Eighty Eight Trading,GRND,500,25-Apr
1000680011,Sunshine Limousine,GRND,1000,1/1/19
1008610072,Sunshine Sachs Morgan & Lylis,3rd,16000,6/1/23
1008340048,Sunwind,2nd,"13,587",25-Apr
1004770011,Super Chill Store.com,8th,"2,000",23-Nov
1012920052,Super Runners Shop,GRND,1741,1/1/01
1010020001,Super Runners Shop,GRND,"2,943",21-Apr
1000750021,Superior NYC Painting,GRND,750,16-Jul
1008140046,Superior Office Solutions,11th,3805,5/1/22
1012920048,supersmile,15th,3802,11/1/23
1008340049,Supply Accessories,8th,7686,8/1/01
1007870011,Supportive Housing Network Of NY,18th,"4,448",8-Dec
1007840068,Supreme Systems,GRND,"3,106",20-Jan
1007850001,Supstat Analytics,9th,"1,947",24-May
1007080037,Suram,GRND,"3,500",23-Jan
1008280056,Surface Magazine,10th,500,Jan-92
1007790066,Surface Studio,"3rd, 12th","5,625",Sep-98
1009990029,Surmount,30th,28906,1/1/26
1012640040,Susan Bonomo & Company,9th,8250,6/12/25
1012860035,Sushi Ann,GRND,"1,000",11-Apr
1008620045,Sushi Sen-Nin,GRND,4000,11/1/05
1013170007,Sushi Tsushima,GRND,"2,250",16-Jul
1008350041,Sushi-teria,GRND,"1,344",15-Jul
1013340001,Sussex Wine & Spirits,GRND,"1,000",12-Apr
1005220012,SutherlandGold,6th,"1,500",21-Jan
1008560009,Suvretta Capital Management,16th,12134,8/1/25
1009990009,Svi,7th,4550,7/1/01
1008360010,SVN | Stora Realty,5th,500,23-Mar
1001240004,Swa Architecture,8th,2850,7/1/16
1008290016,SWA/Balsley,9th,3750,Oct-00
1000500001,SWAC,9th,20748,1/1/25
1008330018,Swan Lash,4th,900,16-Jul
1008800084,Swann Auction Galleries,"5th, 6th",21200,7/1/01
1000510007,Swap Commerce,21st,5842,5/1/25
1012690041,Swarovski,GRND,"14,400",23-Dec
1001500031,SWAT by Kirshenbaum,9th,"2,174",14-Apr
1012910001,Swatch,GRND,1400,3/1/22
1008020008,Swedish Institute,"3rd, 4th, 5th",52830,3/1/14
1008710003,Sweet Chick,GRND,1774,7/1/01
1007800036,Sweetgreen,GRND,2500,4/1/22
1006980001,Sweetgreen,GRND,3200,21-May
1008130050,Sweetgreen,GRND,"1,670",18-Jun
1008530002,Sweetgreen,GRND,"3,922",24-Jul
1012580009,Sweetgreen,GRND,"2,334",17-Jun
1012990033,Sweetgreen,GRND,"1,500",21-Nov
1013070023,Sweetgreen,GRND,"2,500",22-Mar
1008650014,Swift Copy Printing,GRND,1800,3/1/98
1012850015,Swig Equities,3rd,"8,770",22-Nov
1012750059,Swinerton,11th,11113,5/1/24
1010050029,Swiss Re,"43rd, 44th, 45th","67,888",16-Dec
1008610049,Swissco,2nd,7300,7/1/01
1012730022,Sycamore Partners,31st,"31,500",12-Aug
1012760051,Syfter,GRND,500,24-Apr
1008600049,Symourgh International,10th,2357,3/1/01
1008320017,Symphony,3rd,14749,12/1/24
1005460021,Symphony Talent,10th,6000,8/1/01
1008360020,Symphony Talent,10th,"6,000",17-Aug
1008060058,Synapse Tattoo NYC,GRND,1000,1/1/01
1008500012,SYNC Psychological Services,11th,"2,440",15-May
1008040001,Syncro Services,10th,10964,6/1/96
1000160140,Syneos Health,"39th, 40th","85,998",24-Sep
1007790039,Synergy Construction,2nd,"1,705",15-Jun
1007780043,Synergy Global Housing,2nd,2883,8/19/25
1007850007,SYNERGY HomeCare,4th,"1,000",22-Aug
1000890001,Synoesis,2nd,"1,600",21-Aug
1008570076,Synthesia,"16th, 17th","20,117",23-Jun
1008610015,Syracuse University,2nd,20323,9/1/13
1000200016,Syscom Global Solutions,"11th, 12th",12370,12/1/02
1009990029,Syska Hennessy Group,"4th, 5th",55016,10/1/18
1000240001,Systra Group,34th,8500,11/1/23
1008020008,T Schreiber Studio & Theatre,10th,5000,4/1/03
1012620056,T Watch Crystal,GRND,500,24-May
1008630004,T-Load USA,GRND,500,23-Oct
1001440040,T-Mobile,"13th, 20th, 21st","98,162",Nov-97
1012620001,T-Mobile,GRND,2550,8/1/20
1008510001,T-Mobile,GRND,"2,933",8-Dec
1012760051,T-Mobile,GRND,"2,193",16-Jun
1017230010,T-Mobile,GRND,"3,051",6-Mar
1012770008,T-Squared Social,GRND,"5,297",22-Aug
1013010001,T. Rowe Price,2nd,3500,3/24/25
1008740004,T. Rowe Price,2nd,"13,450",17-Apr
1000460009,T.J. Maxx,GRND,8523,12/1/01
1004740030,T.J. Maxx,GRND,17000,11/1/01
1009990009,T.O.DEY Shoes,3rd,5000,8/1/01
1000350001,T.Y. Lin International Group,"10th, 12th, 29th","52,930",21-Sep
1009930011,T2 Computing,4th,3000,21-Apr
1007630049,TAA Apparel,9th,12500,12/1/01
1008150021,TAA Apparel,9th,"12,500",17-Dec
1008580022,Tabmo,2nd,18000,10/1/21
1012790045,Tabor Asset Management,9th,"2,544",24-Mar
1008120069,Tabush,6th,7200,7/1/10
1017740056,Taco Bell,GRND,3310,9/1/21
1010150029,Taco Bell,GRND,3250,4/1/21
1007890062,Taco Bell,GRND,4000,10/1/19
1007850001,Taco Bell,GRND,"2,000",21-Apr
1008350041,Tacombi,GRND,"2,500",18-Jun
1008390016,Taconic Builders,12th,"1,333",18-Jan
1013000033,Taconic Partners,23rd,4212,24-Oct
1007870067,TAD Associates,6th,"5,000",23-Dec
1012880021,Taffin,GRND,500,25-Jan
1010240038,TAG Associates,7th,"20,787",14-Jan
1008860001,Tag Creative,11th,7323,5/1/15
1008050039,TAG The Awareness Group,7th,"3,800",21-May
1005440001,Tahari Capital,2nd,"8,260",25-Sep
1008180066,Tai Ping,2nd,"4,989",25-Mar
1008030007,Taiji Body Work,GRND,"2,860",16-Jul
1000680011,Taim,GRND,1000,5/1/21
1008130023,Taim,GRND,"1,200",23-Dec
1012900044,Takasago Gallery,26th,2000,1/1/07
1009960029,Take-Two,2nd-3rd,56872,17-Apr
1008400028,Takihyo New York,4th,4465,6/1/12
1007870020,Taktical Digital,8th,1650,7/1/17
1000440001,Talaera,GRND,500,25-Jul
1008150046,Talent House,11th,7363,10/1/19
1008030007,Talha Tee USA,GRND,500,22-Oct
1000250027,Talkin Muccigrosso & Roberts,18th,"8,000",Jan-97
1012760004,Talon US,4th,"5,838",24-Apr
1012890021,Tamarix,GRND,3956,5/24/25
1009960001,Tamashii Nations Store,GRND,1824,5/1/01
1008000061,Tamkat Building,GRND,500,24-Sep
1013160001,Tandym Group,"4th, 5th",26096,1/1/98
1000890001,Tansey Tang Cultured Pearls & Asian Gifts,GRND,"3,000",10-Sep
1008680072,Tanya Taylor,GRND,2800,9/1/01
1007819002,Tao Group Hospitality,15th,"62,104",18-Oct
1008460033,Tao Hospitality Group,7th,"17,849",24-Sep
1008650071,Tap Electrical Contracting,10th,"3,200",21-Jun
1013170001,TAP NYC,GRND,1000,3/22/25
1008570038,TAP-Squared,4th,"13,121",21-Oct
1007020010,"Tapestry, Inc.","9th, 10th, 11th, 12th, 13th, 14th, 15th, 16th, 17th, 18th, 19th, 20th","645,123",16-Jun
1013740049,TaraMD,6th,"1,200",20-Jan
1001270018,Target,GRND,27280,10/1/01
1008090053,Target,GRND,"53,354",17-Oct
1010250054,Tarisio,11th,"8,965",8-May
1008110031,Tarter Krinsky & Drogin,"9th, 10th, 11th, 12th",47339,7/1/07
1008690034,Tartinery,GRND,2000,7/1/19
1000160125,Tartinery,GRND,658,13-Oct
1012760069,Tashlik Krtzer Gldwin Crandall,GRND,500,25-Feb
1008220054,Tassat,9th,500,23-Feb
1008020022,Tatari,7th,"9,500",23-Nov
1008260026,Tavros Capital Partners,12th,5251,2/1/21
1008580022,Taxback,8th,2550,10/1/23
1008130050,Taxmaster,16th,"3,748",19-Jun
1008690020,Taylor & Taylor,5th,3197,1/1/17
1007620019,Taylor+Lord Associates,8th,750,16-Jul
1000390012,TB Alliance,20th,21561,8/1/22
1000110021,TB Alliance,GRND,500,22-Jun
1007860001,TCG Theatre Communication Group,20th,"14,300",23-Jul
1010080037,TCGX,19th,2672,8/1/22
1013170001,TD Bank,GRND,1000,5/24/25
1008600045,TD Bank,GRND,2851,2/1/19
1013080033,TD Bank,GRND,4243,4/1/19
1010210019,TD Bank,GRND,2370,3/1/21
1007570031,TD Bank,GRND,"3,982",17-Apr
1012590001,TD Bank,GRND,"5,622",3-Dec
1012850015,TD Bank,GRND,"4,000",11-May
1013070023,TD Bank,"17th, 20th, 21st, 25th, 26th","123,908",7-Aug
1012780020,TD Bank,"20th, 21st","79,974",25-Jun
1000130027,Teach For America,"13th, 14th",57633,12/1/14
1008870095,Teachable,"5th, 6th",30299,2/1/20
1008610044,Teachable,"5th, 6th","30,299",20-Feb
1008740001,Teachers Pay Teachers,GRND,500,24-Jun
1007750058,Teaching House,9th,3877,2/1/11
1012620024,Team America,4th,5558,2/1/25
1007640001,Teamsters Joint Council 16,12th,"3,800",Mar-98
1007790017,Tec Document Solutions,9th,3100,10/1/11
1012790009,Tech Tenant,8th,"7,750",22-Mar
1008690020,Techlink Systems,11th,1609,4/1/15
1007840068,Techtronics,GRND,500,18-Mar
1008300062,Tecno USA,9th,4741,5/1/01
1012650050,Tecnocosmesi,6th,"7,761",15-Oct
1008410001,Tecsys US,GRND,3300,6/21/25
1012970023,Ted Moudis Associates,10th,13446,24-Jul
1010030029,Ted's Montana Grill,GRND,6106,6/6/25
1010250043,Teena Touch,GRND,2563,2/21/25
1008150014,Teijin Frontier,15th,6371,10/1/06
1012830017,Tekne Capital Management,16th,3095,24-Jan
1007950037,Teknion,2nd,8776,6-Feb
1007950044,Teknion,2nd,8776,2/1/01
1008110016,"Tekscape, Inc.",5th,"6,000",17-Jul
1013210001,TEKsystems,12th,15115,13-Oct
1008040011,Tel-Networks USA,6th,3000,7/1/16
1012600042,Telecom Infrastructure Corp.,4th,3944,9/1/01
1004990007,Telegraphe Cafe,GRND,1000,5/25/25
1006870029,Telehouse,"7th, 12th","77,158",10-Dec
1009200012,TelevisaUnivision,"7th, 8th, 12th, 14th, 15th, 16th, 22nd, 24th, 25th, 37th","194,653",14-Dec
1001960005,Telfer,GRND,10300,1/1/01
1013070001,Temasek,7th,26062,1/14/25
1008110056,Tempo Paris,GRND,1770,24-Sep
1008180066,Temptu,3rd,"9,979",23-Mar
1010100015,Ten Five Hospitality Group,GRND,"7,045",25-Sep
1008340049,Ten West Apparel,2nd,3924,11/18/25
1012580021,Tenet Partners,"31st, 32nd","4,645",22-Jun
1012760042,Tenex Capital Management,"50th, 52nd","20,835",10-Apr
1012710071,Teng Yue Partners,"34th, PENT",17132,9/1/21
1007080037,Tenth Avenue Holdings,6th,"1,500",12-Jul
1008140052,Tenthousand Coffee,GRND,"2,500",25-Sep
1007870020,Teri Jon,"2nd, 3rd",10600,4/1/01
1012890014,Terrace Cafe,GRND,"1,518",24-Jun
1000160120,Terraform Power Operating,14th,"42,291",18-Jul
1019670040,TerrainWork,3rd,"6,999",25-Aug
1000770008,Terrapinn,25th,4575,3/1/17
1012990033,Territoria,GRND,500,25-Jul
1006460019,Tesla,GRND,7316,10/1/16
1008830001,TF Cornerstone,"7th, 8th",23996,7/1/01
1006270043,"TG Therapeutics, Inc.",9th,"10,800",16-Apr
1012670041,TGM Communities,28th,5000,1/1/94
1013170007,Thai Bodyworks Nyc,GRND,500,23-Sep
1012900056,Thales,4th,"3,000",16-Feb
1008120063,Tharanco Group,"4th, 5th, 6th, 7th, 8th","49,000",17-Nov
1002090028,ThatOne Production,2nd,916,17-Oct
1008440003,Thats Nice,5th,5256,12/1/01
1007840068,The Acting Studio - New York,14th,"8,000",22-Oct
1013170021,The Ad Council,"8th, 9th, 10th",24368,5/1/07
1005630001,The Agency,3rd,8551,3/1/23
1008330006,The Agency Worx,10th,5481,6/1/18
1012840052,The Algemeiner,21st,"4,500",25-Sep
1007860001,The Alliance of Resident Theatres,3rd,"32,000",21-Jul
1012750008,The Amenity Collective,GRND,500,25-Jun
1000090029,The American Club,GRND,25000,7/17/25
1005290072,The Andy Warhol Foundation for the Visual Arts,7th,"8,000",2-May
1012920015,The Arkin Group,GRND,500,25-Jun
1007970054,The Artery VFX,3rd,"7,500",19-Sep
1008560058,The Atlantic,8th,17177,11/1/15
1002260001,The Atlantic Philanthropies,17th,"38,377",9-Sep
1012810001,The Bahamas Ministry of Tourism,18th,"5,930",24-Mar
1007860001,The Barrow Group,9th,"19,183",23-Jul
1012790045,"The Beckerman Group, INC.",7th,"3,000",17-Sep
1008180066,The Black Tux,GRND,"7,178",25-Mar
1000350001,The Bloc,15th,"37,096",15-Feb
1012810056,The Botanist,11th,3000,14-Feb
1012630067,The Bracelet Authority,2nd,"4,500",17-Mar
1004910046,The Brandtech Group,11th,"15,468",25-Mar
1012690041,The Cannabist Company Holdings,24th,"6,355",13-May
1012809010,The Capital Grille,GRND,"13,435",23-Feb
1008140015,The Cayre Group,"41st, 42nd","21,685",19-Jan
1005640034,The Cheshire Group,PENT,500,11-Jan
1001490033,The Chief,15th,"1,800",16-Jul
1005980058,The Children's Museum Of The Arts,GRND,500,11-Aug
1010290012,The Church of Jesus Christ of Latter-Day Saints,6th,"5,981",25-Jul
1004730001,The Citizenry,GRND,5500,8/1/01
1017230010,CUNY,"5th, 6th, 7th, 8th","63,084",15-Sep
1010290012,The Clarkes Group,19th,"2,800",25-Aug
1012580009,The Clearing House,17th,"32,881",14-Nov
1000160120,The Clearing House,5th,"28,668",15-Feb
1012780020,The Clock,GRND,500,22-Mar
1000100016,The Coalition For Behavioral Health,GRND,500,24-Dec
1000200016,The Cochran Firm,"23rd, 24th",11001,6/1/16
1000160150,The College Board,"16th, 17th, 18th","168,629",14-Aug
1007940025,The Compleat Sculptor,GRND,"7,800",22-Jan
1008630006,The Compleate Strategist,GRND,1200,12/1/01
1013250001,The Conference Board,"2nd, 3rd, 4th",69720,6/1/87
1013260001,The Conference Board,9th,30171,26-Mar
1004990007,The Container Store,GRND,29072,6/1/01
1008250012,The Continuum Company,4th,5594,7/1/21
1000500001,The Cook Group,16th,4940,9/1/22
1004830017,The Corcoran Group,3rd,"15,000",15-Jan
1008830001,The Corcoran Group,4th,19269,4/1/01
1007680050,The Corcoran Group,5th,"9,200",24-Apr
1012920015,The Corcoran Group,"7th, 8th","50,390",21-Jun
1008710060,The Corcoran Group,"7th, 9th",16760,10/1/14
1000100023,The Corkery,GRND,3500,7/1/01
1000630003,The Council of State Governments,22nd,"18,150",15-Feb
1012660001,The Dana Foundation,GRND,500,25-Sep
1008280035,The dd+p group,GRND,3000,19-Oct
1009970041,"The Dearie Law Firm, P.C.",16th,13969,10/1/22
1008060006,The Dental Boutique,6th,"5,482",22-Oct
1019300030,The Dominici Collective,GRND,"1,495",25-Aug
1005450026,The Donut Pub,GRND,"2,000",18-Feb
1008340022,The Eastman Group,GRND,500,Jan-00
1008210055,The Eighth Floor,9th,1250,4/1/20
1012630067,The Elgin,GRND,"3,938",25-Jul
1008230073,The Empathy Project,12th,5508,5/1/24
1007780020,The Epoch Times,"6th, 7th",24081,11/1/14
1012750050,The Escape Game,GRND,"6,193",18-Dec
1012940001,Estee Lauder,"19th, 20th, 38th, 39th, 40th, 41st, 46th","223,520",3-Nov
1008030004,The Excel Group,15th,"3,500",25-Aug
1009030047,The Experiment,6th,3300,9/1/13
1008280009,The Flatiron Room,GRND,2700,5/1/12
1000100016,The Flomenhaft Law Firm,19th,"6,578",10-Feb
1007890036,The Forum Group,21st,8216,4/1/21
1013740060,The Garden Club of America,3rd,11711,11/1/97
1007819002,The Garden Of Dreams Foundation,29th,3000,22-Aug
1013030033,The Gardens at 780,GRND,6883,3/24/25
1007880037,The Garment District Alliance,2nd,"12,702",7-Feb
1008420042,The Gate,8th,13000,10/1/14
1013740021,The Gelb Center,19th,"4,300",Jan-75
1012950020,The Gori Law Firm,20th,11458,3/1/22
1012770014,The Granola Bar,GRND,7136,1/25/25
1007020010,The Guardian Life Insurance Company of America,"21st, 22nd, 23rd","142,244",19-Oct
1007890036,The Guilford Press,20th,9719,6/1/25
1008140046,The Hack Shack,3rd,5000,10/1/22
1008410054,The Hakimian Organization,6th,6667,19-Dec
1012790009,"The Hamel Law Firm, P.C.",19th,"7,900",18-Feb
1012930026,The Heller Group,33rd,3920,25-Jun
1008220070,The Heller Group,6th,1634,5/1/14
1000210001,The Home Insurance Co,6th,23742,8/1/10
1005640034,The Hudson Companies,PENT,"7,500",13-Sep
1000220020,The IMA Group,19th,8000,3/1/04
1000160125,The Institute Of Culinary Education,3rd,"73,756",14-Sep
1013280001,The Interpublic Group,"6th, 7th, 8th, 9th, 19th, 24th, 25th, 28th",221137,11/13/25
1013940013,The Invus Group,"19th, 30th",14717,9/1/06
1000250027,The Irish Punt,GRND,"1,600",3-Apr
1008110001,The Jewish Board,18th,"11,944",22-Jul
1007870011,The Journey Church,3rd,"8,643",13-Jul
1007630024,The Joyce Public House,GRND,7690,10/1/22
1013260001,The JPB Foundation,29th,29752,18-Dec
1008380012,The Keg Room,GRND,1298,1/1/01
1000200001,The Kinetix Group,26th,"5,000",14-Mar
1000220028,The King's College,6th,23041,9/1/08
1012790057,The Korea Society,"24th, 25th",9732,2/17/25
1000220013,The Lang School,9th,17317,1/1/21
1013100063,The Lanier Law Firm,GRND,500,10-Jul
1008060026,The Last Round,GRND,500,22-Oct
1000100014,The Latin Times,7th,16889,3/1/24
1007800013,The Laundress,7th,1159,11/1/10
1008300062,The Lead PR,5th,1184,3/1/15
1005770019,The Legacy School,4th,25000,10/1/98
1019300030,The Legal Aid Society,3rd,"13,781",17-Jan
1008110021,The Levy Group,"7th, 9th",43553,3/1/01
1008370023,The Liberty NYC,GRND,4344,7/1/11
1000090001,The Liro Group,28th,"19,756",17-Jan
1008370056,The Little Reporting Company,12th,1000,9/1/22
1007800010,The Madison Consulting Group,GRND,1457,7/1/19
1008830001,The Malin,5th,17909,6/1/24
1013940013,The Marketing Directors,18th,8693,5/1/98
1007600043,The Mechanical Contractors Association of New York,17th,"3,515",18-Apr
1000110021,The Mill,GRND,"2,060",25-Jan
1008150001,The Moret Group,8th,32366,1/1/17
1000290070,The Moth,26th,10200,12/1/16
1008880024,The Motherhood Center of New York,10th,"8,211",16-Dec
1012940037,The Nanny Authority,4th,1350,7/16/25
1005780067,The Nanz Company,10th,"12,623",17-May
1012840007,The Natural Sapphire Company,GRND,1503,6/1/01
1012790065,The Natural Sapphire Company,2nd,"1,503",10-Jun
1008480061,The New Criterion,6th,"1,050",9-Jun
1007840064,The New Group,12th,4100,10/1/18
1008430045,The New School,"16th, 17th",40106,10/1/15
1005770071,The New School,"2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th","117,000",10-Nov
1019510004,The New York Hotel Trades Council,"2nd, 3rd, 4th, 5th, 6th, 7th, 8th, 9th","101,997",14-Feb
1012790009,New York State,14th,"4,867",15-Feb
1004840024,The News,5th,"7,706",5-Jan
1009960001,The News Guild of New York,9th,8809,4/1/20
1007970037,The Nielsen Company,2nd,"1,500",23-Mar
1013010001,The Norinchukin Bank,2nd,38383,4/12/25
1005110008,The North Face,GRND,13062,11/1/01
1012770069,The North Face,GRND,20747,25-Jan
1012890036,The Northern Trust Company,2nd,"35,046",24-Mar
1013280001,The NY Community Trust,22nd,29919,4/4/25
1007600032,State of New York,23rd,16100,5/10/25
1008050094,The O Group,12th,"3,500",16-Jun
1007850018,The Office of James Ruderman,5th,3346,2/1/14
1008380048,The On Switch,GRND,500,21-Oct
1007280060,The One Club for Art & Copy,6th,10775,11/1/17
1007620033,The Opportunity Agenda,7th,4905,12/1/19
1005440001,The Orchard,"3rd, 4th, 6th","26,600",9-Feb
1008410027,The PAC Program,11th,4600,4/1/20
1008140046,The Pack America Corp,16th,1850,8/1/12
1012920052,The Pagan Law Firm,12th,3344,8/17/25
1008230024,The Peace Studio,5th,1650,1/1/24
1009930055,The Pekoe Group,25th,12982,5/1/25
1007600055,The People's Forum,GRND,30891,9/1/17
1008150046,The PeterSan Group,2nd,16161,11/1/19
1012950017,The Philatelic Foundation,8th,1570,9/1/22
1008760006,The Phipps Houses Group,"11th, 12th, 15th",38862,1/1/25
1008030067,The Pilates Room NYC,9th,4000,1/1/09
1012650050,The Pinkerton Foundation,3rd,"7,710",17-Dec
1012840052,The Piper Center for Internal Wellness,GRND,500,22-Sep
1008210041,The Points Guy,"16th, 17th",16743,4/1/19
1000390012,The Port Authority of NY & NJ,7th,58767,3/1/17
1000460009,The Posse Foundation,8th,8687,12/1/03
1013190047,The Praedium Group,24th,7442,4/1/19
1008380076,The Prusik Group,2nd,6500,5/1/17
1000430002,The Quad Preparatory School,4th,"30,178",16-Aug
1000420031,The Quad Preparatory School,"5th, 6th",49030,9/1/19
1007280060,The Real Deal,4th,10758,2/1/12
1008380024,The Realreal,GRND,500,25-Jun
1012600001,The Red Flame,GRND,"4,312",18-Mar
1007610033,The Refrigeration Institute,2nd,4045,1/1/94
1007890014,The Regency Group,6th,7800,4/1/25
1013040033,The Richman Group,3rd,7500,4/13/25
1013740060,The Robertet Group,"12th, PENT",7282,1/1/16
1012890052,The Rockport Company,GRND,36847,4/25/25
1008690054,The Rosen Law Firm P.A.,"40th, 41st, 42nd, 43rd","12,197",22-Nov
1012730001,The Ross Center,5th,2000,17-Aug
1006010047,The Row,2nd,16459,8/1/01
1007790057,The Royalty Network,10th,1650,7/1/16
1008680025,The Sapir Organization,17th,10761,10/1/19
1000220024,The Seamen's Church Institute,"25th, 26th",7257,6/14/25
1008500012,"The Second Wind, Inc.",4th,"1,655",14-Sep
1008220009,The Seltzer Firm,9th,"2,166",22-Feb
1021240043,The Shabazz Center,GRND,3000,4/1/12
1010240015,The Shubert Organization,1st,17073,19-Sep
1008130055,The Siskind Group,24th,16000,10/1/11
1007880049,The Skylark,"4th, 30th, PENT",9300,12/1/19
